Rank | Key Guess (hex) | Score(RSS_over_POI)
131 | 0xaa           | 7.13807436e-02
132 | 0xb6           | 7.12799996e-02
133 | 0x88           | 7.11568313e-02
134 | 0x79           | 7.10963496e-02
135 | 0x1f           | 7.02584617e-02
136 | 0x58           | 7.01014113e-02
137 | 0x2b           | 6.97934949e-02
138 | 0x2d           | 6.93876155e-02
139 | 0x7b           | 6.91227081e-02
140 | 0xe7           | 6.89608303e-02
141 | 0x4c           | 6.87139370e-02
142 | 0x8f           | 6.86551540e-02
143 | 0xc8           | 6.85798804e-02
144 | 0x1a           | 6.83440984e-02
145 | 0x60           | 6.81768742e-02
146 | 0x78           | 6.78314831e-02
147 | 0x4d           | 6.77849150e-02
148 | 0x66           | 6.75100639e-02
149 | 0x6f           | 6.70306329e-02
150 | 0xf9           | 6.64502759e-02
151 | 0xef           | 6.62616416e-02
152 | 0xc3           | 6.55056228e-02
153 | 0x19           | 6.53469104e-02
154 | 0x5d           | 6.51382231e-02
155 | 0x68           | 6.41996198e-02
156 | 0x43           | 6.38111825e-02
157 | 0x48           | 6.36397855e-02
158 | 0xa3           | 6.35649568e-02
159 | 0x08           | 6.31384893e-02
160 | 0x18           | 6.28985848e-02
161 | 0xa6           | 6.28073435e-02
162 | 0xb0           | 6.27387874e-02
163 | 0x38           | 6.27062228e-02
164 | 0xdf           | 6.26590082e-02
165 | 0x25           | 6.22625378e-02
166 | 0xe1           | 6.14880316e-02
167 | 0xd5           | 6.14234296e-02
168 | 0x5f           | 6.11928481e-02
169 | 0xac           | 6.06525724e-02
170 | 0xd0           | 5.98083815e-02
171 | 0xbb           | 5.94863332e-02
172 | 0xec           | 5.94179604e-02
173 | 0xf5           | 5.91803475e-02
174 | 0xba           | 5.85542810e-02
175 | 0x9b           | 5.85476478e-02
176 | 0x23           | 5.84723561e-02
177 | 0xb8           | 5.77378733e-02
178 | 0x42           | 5.75309289e-02
179 | 0xc2           | 5.74345340e-02
180 | 0x81           | 5.74243048e-02
181 | 0x10           | 5.70890078e-02
182 | 0xdc           | 5.67668615e-02
183 | 0x35           | 5.66698958e-02
184 | 0x86           | 5.64095082e-02
185 | 0x6d           | 5.57029761e-02
186 | 0x73           | 5.52587507e-02
187 | 0xbf           | 5.51342696e-02
188 | 0xed           | 5.50511916e-02
189 | 0x64           | 5.48394554e-02
190 | 0xd3           | 5.46993376e-02
191 | 0xa5           | 5.46187531e-02
192 | 0xab           | 5.45525844e-02
193 | 0xc5           | 5.41153936e-02
194 | 0xe5           | 5.38931913e-02
195 | 0xe4           | 5.35777507e-02
196 | 0x56           | 5.30631395e-02
197 | 0x30           | 5.27537317e-02
198 | 0x85           | 5.26355971e-02
199 | 0xa9           | 5.22755362e-02
200 | 0x44           | 5.21402995e-02
201 | 0x75           | 5.15054453e-02
202 | 0x04           | 5.13445498e-02
203 | 0x14           | 5.12267241e-02
204 | 0x2f           | 5.12213682e-02
205 | 0xb1           | 5.10719386e-02
206 | 0xf8           | 5.09322634e-02
207 | 0xfd           | 5.06563888e-02
208 | 0x20           | 5.06475369e-02
209 | 0x51           | 5.00380821e-02
210 | 0xb4           | 4.97039177e-02
211 | 0x21           | 4.96959680e-02
212 | 0xd1           | 4.96574657e-02
213 | 0x69           | 4.90090860e-02
214 | 0x94           | 4.90064107e-02
215 | 0xbe           | 4.87579166e-02
216 | 0xf6           | 4.86384815e-02
217 | 0x89           | 4.84900799e-02
218 | 0x50           | 4.82866841e-02
219 | 0xd2           | 4.81754693e-02
220 | 0x53           | 4.80065228e-02
221 | 0xf1           | 4.74491414e-02
222 | 0x9d           | 4.69516949e-02
223 | 0x9e           | 4.65100091e-02
224 | 0x99           | 4.59008017e-02
225 | 0x6a           | 4.53397301e-02
226 | 0xc7           | 4.42270612e-02
227 | 0x02           | 4.42028501e-02
228 | 0xd9           | 4.37766732e-02
229 | 0xeb           | 4.36408113e-02
230 | 0x93           | 4.35801400e-02
231 | 0xe3           | 4.32437046e-02
232 | 0xc6           | 4.30188151e-02
233 | 0x95           | 4.25357344e-02
234 | 0x5a           | 4.20538253e-02
235 | 0xad           | 4.11717809e-02
236 | 0xa2           | 4.08970961e-02
237 | 0xfa           | 4.00150849e-02
238 | 0x2a           | 3.99079248e-02
239 | 0xe9           | 3.94321238e-02
240 | 0x2c           | 3.93650379e-02
241 | 0x0a           | 3.90190623e-02
242 | 0xf0           | 3.89182260e-02
243 | 0x72           | 3.87132585e-02
244 | 0x27           | 3.86571056e-02
245 | 0x0c           | 3.79936464e-02
246 | 0x96           | 3.78273924e-02
247 | 0xce           | 3.77769362e-02
248 | 0x3f           | 3.64920356e-02
249 | 0x76           | 3.46602847e-02
250 | 0x03           | 3.43693791e-02
251 | 0x8d           | 3.39735559e-02
252 | 0xcc           | 3.32710523e-02
253 | 0xf2           | 3.30112739e-02
254 | 0x41           | 3.27815800e-02
255 | 0x74           | 3.20031087e-02
256 | 0x9f           | 2.88881519e-02
