Rank | Key Guess (hex) | Score(RSS_over_POI)
104 | 0x84           | 1.22469363e-01
105 | 0x09           | 1.22325259e-01
106 | 0x73           | 1.21988251e-01
107 | 0xaf           | 1.21633045e-01
108 | 0xed           | 1.20962550e-01
109 | 0xc1           | 1.20445619e-01
110 | 0x0c           | 1.18085639e-01
111 | 0x7c           | 1.17490570e-01
112 | 0xe9           | 1.16393678e-01
113 | 0x0e           | 1.16285929e-01
114 | 0x8a           | 1.15998042e-01
115 | 0x63           | 1.15542017e-01
116 | 0x2c           | 1.15114171e-01
117 | 0x25           | 1.15079048e-01
118 | 0x19           | 1.12809730e-01
119 | 0xa5           | 1.12666495e-01
120 | 0xa6           | 1.11979976e-01
121 | 0x93           | 1.10287403e-01
122 | 0x31           | 1.09967013e-01
123 | 0xb1           | 1.09711367e-01
124 | 0x37           | 1.06789232e-01
125 | 0xae           | 1.06765943e-01
126 | 0x59           | 1.05691204e-01
127 | 0x4c           | 1.04030756e-01
128 | 0x23           | 1.03638211e-01
129 | 0x3a           | 1.03083153e-01
130 | 0x4e           | 1.01915237e-01
131 | 0x75           | 9.85819488e-02
132 | 0x9c           | 9.78462760e-02
133 | 0x1a           | 9.76635502e-02
134 | 0xb3           | 9.63833237e-02
135 | 0xe1           | 9.49194272e-02
136 | 0x3f           | 9.46666332e-02
137 | 0xc4           | 9.44976418e-02
138 | 0xfc           | 9.38499674e-02
139 | 0xcf           | 9.22309965e-02
140 | 0x1c           | 9.20222180e-02
141 | 0xda           | 9.14150821e-02
142 | 0x33           | 8.98449620e-02
143 | 0xe0           | 8.85530862e-02
144 | 0xcb           | 8.84870680e-02
145 | 0xe8           | 8.81533182e-02
146 | 0xbd           | 8.46306656e-02
147 | 0x8e           | 8.44405869e-02
148 | 0x16           | 8.39207791e-02
149 | 0x41           | 8.38039818e-02
150 | 0xba           | 8.23261003e-02
151 | 0xdf           | 8.13593794e-02
152 | 0x03           | 8.04130668e-02
153 | 0x13           | 7.85609967e-02
154 | 0x88           | 7.83630760e-02
155 | 0xf2           | 7.82364996e-02
156 | 0x2a           | 7.78684696e-02
157 | 0x85           | 7.77995980e-02
158 | 0x72           | 7.71314628e-02
159 | 0xeb           | 7.68228481e-02
160 | 0xd1           | 7.64900529e-02
161 | 0x43           | 7.56642732e-02
162 | 0x28           | 7.53216586e-02
163 | 0x9b           | 7.51909087e-02
164 | 0xe2           | 7.51585532e-02
165 | 0x35           | 7.48478731e-02
166 | 0x00           | 7.40466207e-02
167 | 0x5c           | 7.22130766e-02
168 | 0x06           | 7.21953798e-02
169 | 0xf5           | 7.07342784e-02
170 | 0x32           | 7.06820860e-02
171 | 0xfd           | 7.03649579e-02
172 | 0xa9           | 7.02669261e-02
173 | 0x81           | 6.96402296e-02
174 | 0x60           | 6.89401024e-02
175 | 0xc7           | 6.88547180e-02
176 | 0x54           | 6.87176104e-02
177 | 0x7b           | 6.87111087e-02
178 | 0x7f           | 6.86134898e-02
179 | 0x49           | 6.77075768e-02
180 | 0x92           | 6.64039802e-02
181 | 0x82           | 6.63728726e-02
182 | 0x30           | 6.47632259e-02
183 | 0x47           | 6.43222255e-02
184 | 0x22           | 6.32289470e-02
185 | 0x2e           | 6.23670844e-02
186 | 0x8f           | 6.22794218e-02
187 | 0x4b           | 6.00782571e-02
188 | 0x74           | 5.97314762e-02
189 | 0xf8           | 5.87074470e-02
190 | 0xd9           | 5.86758416e-02
191 | 0x90           | 5.82710857e-02
192 | 0xcc           | 5.76787811e-02
193 | 0xc9           | 5.75224723e-02
194 | 0x10           | 5.71378388e-02
195 | 0x2b           | 5.49635117e-02
196 | 0x0a           | 5.44685540e-02
197 | 0xf6           | 5.44346028e-02
198 | 0x7d           | 5.39089928e-02
199 | 0x77           | 5.33882787e-02
200 | 0x83           | 5.19502869e-02
201 | 0xe4           | 5.19471751e-02
202 | 0x55           | 5.04087575e-02
203 | 0xf9           | 4.98984599e-02
204 | 0x0d           | 4.85769129e-02
205 | 0xec           | 4.80373067e-02
206 | 0x15           | 4.78947988e-02
207 | 0x58           | 4.74554209e-02
208 | 0x87           | 4.73486726e-02
209 | 0xfa           | 4.69264826e-02
210 | 0x80           | 4.69099396e-02
211 | 0x5a           | 4.61913043e-02
212 | 0xe5           | 4.61896593e-02
213 | 0xbb           | 4.60485361e-02
214 | 0xb6           | 4.52391281e-02
215 | 0x3e           | 4.48489508e-02
216 | 0xca           | 4.43028823e-02
217 | 0x86           | 4.40234508e-02
218 | 0x42           | 4.38610043e-02
219 | 0xb5           | 4.27251859e-02
220 | 0xb2           | 4.27141827e-02
221 | 0x4a           | 4.17769735e-02
222 | 0xf1           | 4.15383085e-02
223 | 0x91           | 4.09756430e-02
224 | 0x44           | 3.98280484e-02
225 | 0x76           | 3.96030046e-02
226 | 0xb9           | 3.95751342e-02
227 | 0x17           | 3.88909558e-02
228 | 0x69           | 3.86418061e-02
229 | 0x9d           | 3.80753680e-02
230 | 0xa3           | 3.75326763e-02
231 | 0x78           | 3.74332199e-02
232 | 0x79           | 3.72497394e-02
233 | 0x6d           | 3.71278076e-02
234 | 0xd6           | 3.67184832e-02
235 | 0xa1           | 3.56923416e-02
236 | 0x1e           | 3.52451338e-02
237 | 0xbc           | 3.33753386e-02
238 | 0x2f           | 3.31998550e-02
239 | 0x08           | 3.29194387e-02
240 | 0x3b           | 3.27221279e-02
241 | 0xbe           | 3.20367393e-02
242 | 0xd7           | 3.15669833e-02
243 | 0xb4           | 3.10445289e-02
244 | 0xa8           | 3.04026734e-02
245 | 0x5e           | 3.02792711e-02
246 | 0x6c           | 2.96708514e-02
247 | 0xf7           | 2.94048884e-02
248 | 0x45           | 2.91498247e-02
249 | 0x01           | 2.60955471e-02
250 | 0x8d           | 2.47738631e-02
251 | 0xd3           | 2.27159587e-02
252 | 0x65           | 2.22596590e-02
253 | 0xdb           | 2.21315924e-02
254 | 0x8c           | 2.02231852e-02
255 | 0x24           | 1.96501825e-02
256 | 0x96           | 1.80834199e-02
