Rank | Key Guess (hex) | Score(RSS_over_POI)
 62 | 0x87           | 9.69848536e-02
 63 | 0xc9           | 9.62127641e-02
 64 | 0xc4           | 9.58257256e-02
 65 | 0xc0           | 9.55128112e-02
 66 | 0x45           | 9.50451445e-02
 67 | 0x0c           | 9.46872638e-02
 68 | 0xbd           | 9.39145431e-02
 69 | 0x64           | 9.32155283e-02
 70 | 0xab           | 9.31602340e-02
 71 | 0xc6           | 9.27280216e-02
 72 | 0x9e           | 9.26703147e-02
 73 | 0x23           | 9.24052270e-02
 74 | 0x6f           | 9.22008619e-02
 75 | 0xeb           | 9.18383328e-02
 76 | 0x55           | 9.04231661e-02
 77 | 0xe7           | 8.99994356e-02
 78 | 0x33           | 8.93215559e-02
 79 | 0x2b           | 8.84110283e-02
 80 | 0x3a           | 8.81973958e-02
 81 | 0x78           | 8.81234122e-02
 82 | 0x57           | 8.66881634e-02
 83 | 0xe5           | 8.58804657e-02
 84 | 0x81           | 8.55754078e-02
 85 | 0x8a           | 8.52857211e-02
 86 | 0x01           | 8.47547155e-02
 87 | 0x35           | 8.45421879e-02
 88 | 0x1b           | 8.39530665e-02
 89 | 0x77           | 8.21828716e-02
 90 | 0x09           | 8.17767854e-02
 91 | 0x56           | 8.16324126e-02
 92 | 0x20           | 8.12907168e-02
 93 | 0x85           | 8.08213871e-02
 94 | 0x99           | 8.06098333e-02
 95 | 0x40           | 8.04765367e-02
 96 | 0x8b           | 7.99311031e-02
 97 | 0x18           | 7.96210962e-02
 98 | 0xb5           | 7.94989099e-02
 99 | 0xf7           | 7.93441246e-02
100 | 0x6c           | 7.89983731e-02
101 | 0x9d           | 7.86913238e-02
102 | 0x37           | 7.85965560e-02
103 | 0x94           | 7.79960138e-02
104 | 0xc7           | 7.69979835e-02
105 | 0xb8           | 7.68064197e-02
106 | 0xb2           | 7.56763372e-02
107 | 0x51           | 7.55111150e-02
108 | 0xdd           | 7.51775150e-02
109 | 0x83           | 7.51194032e-02
110 | 0xcd           | 7.46155645e-02
111 | 0x8f           | 7.45441740e-02
112 | 0x5a           | 7.43139399e-02
113 | 0xfa           | 7.42486451e-02
114 | 0x12           | 7.39631091e-02
115 | 0x63           | 7.37676954e-02
116 | 0xbc           | 7.36156816e-02
117 | 0x53           | 7.32953716e-02
118 | 0x84           | 7.31806956e-02
119 | 0xbe           | 7.26485496e-02
120 | 0xbf           | 7.24754269e-02
121 | 0xa6           | 7.24344754e-02
122 | 0x7e           | 7.23085545e-02
123 | 0x2d           | 7.22097035e-02
124 | 0xcb           | 7.13852364e-02
125 | 0xee           | 7.08349238e-02
126 | 0x13           | 7.02931065e-02
127 | 0x4b           | 7.01705994e-02
128 | 0x7a           | 7.00999329e-02
129 | 0x5f           | 6.99864595e-02
130 | 0xb0           | 6.88057215e-02
131 | 0x28           | 6.84074308e-02
132 | 0x34           | 6.83813610e-02
133 | 0xd6           | 6.82679213e-02
134 | 0xc8           | 6.76108432e-02
135 | 0x68           | 6.56438387e-02
136 | 0x92           | 6.55373819e-02
137 | 0xaf           | 6.55310308e-02
138 | 0xd8           | 6.52184819e-02
139 | 0x1f           | 6.51988893e-02
140 | 0x5b           | 6.47781163e-02
141 | 0x2f           | 6.45549276e-02
142 | 0xf8           | 6.42392770e-02
143 | 0x62           | 6.42369436e-02
144 | 0x74           | 6.41798555e-02
145 | 0x19           | 6.38846915e-02
146 | 0x73           | 6.35265207e-02
147 | 0x14           | 6.33728846e-02
148 | 0xc1           | 6.30520926e-02
149 | 0xc5           | 6.29647877e-02
150 | 0x2e           | 6.29302744e-02
151 | 0x93           | 6.21493117e-02
152 | 0x91           | 6.20776514e-02
153 | 0x8e           | 6.20105332e-02
154 | 0x80           | 6.18615112e-02
155 | 0x42           | 6.18198312e-02
156 | 0x1c           | 6.17963567e-02
157 | 0xb1           | 6.16083912e-02
158 | 0x50           | 6.12942385e-02
159 | 0xfc           | 6.12715700e-02
160 | 0xf2           | 6.11895380e-02
161 | 0xe4           | 6.08728652e-02
162 | 0x8c           | 6.06527468e-02
163 | 0xd3           | 6.02310828e-02
164 | 0x43           | 6.01965609e-02
165 | 0x6b           | 6.01914705e-02
166 | 0xa9           | 5.98971248e-02
167 | 0x36           | 5.96006296e-02
168 | 0x0e           | 5.92150353e-02
169 | 0x16           | 5.91720503e-02
170 | 0x89           | 5.87736276e-02
171 | 0x46           | 5.87358634e-02
172 | 0xd4           | 5.84304434e-02
173 | 0xda           | 5.82676346e-02
174 | 0xd1           | 5.81464015e-02
175 | 0x03           | 5.78580293e-02
176 | 0x69           | 5.77516230e-02
177 | 0x24           | 5.75046764e-02
178 | 0xa8           | 5.74217178e-02
179 | 0x04           | 5.74079881e-02
180 | 0xe1           | 5.67082551e-02
181 | 0x15           | 5.65844603e-02
182 | 0xfe           | 5.65278592e-02
183 | 0x4e           | 5.63565171e-02
184 | 0x29           | 5.61925461e-02
185 | 0xa1           | 5.61676745e-02
186 | 0x7b           | 5.57387752e-02
187 | 0x9b           | 5.54132554e-02
188 | 0x0b           | 5.51427640e-02
189 | 0xca           | 5.51340810e-02
190 | 0x72           | 5.47853119e-02
191 | 0x48           | 5.47136221e-02
192 | 0x71           | 5.44673771e-02
193 | 0x97           | 5.44658012e-02
194 | 0x58           | 5.42386968e-02
195 | 0xa3           | 5.42273816e-02
196 | 0xd7           | 5.41829393e-02
197 | 0x06           | 5.38368284e-02
198 | 0x5d           | 5.37970246e-02
199 | 0xb3           | 5.36715843e-02
200 | 0xe0           | 5.31088650e-02
201 | 0xe3           | 5.31045696e-02
202 | 0x6a           | 5.25781729e-02
203 | 0x7f           | 5.23893859e-02
204 | 0xed           | 5.23219655e-02
205 | 0x10           | 5.14406740e-02
206 | 0xc2           | 5.10563975e-02
207 | 0x59           | 5.09422751e-02
208 | 0x02           | 5.06303428e-02
209 | 0x95           | 5.05655109e-02
210 | 0x8d           | 5.04451311e-02
211 | 0xb7           | 5.04363964e-02
212 | 0x49           | 5.02838609e-02
213 | 0xfb           | 4.98313326e-02
214 | 0x25           | 4.97919587e-02
215 | 0x4a           | 4.88548853e-02
216 | 0x7d           | 4.83428918e-02
217 | 0xa0           | 4.82455453e-02
218 | 0x0a           | 4.79771045e-02
219 | 0x9f           | 4.73893207e-02
220 | 0x0d           | 4.66856761e-02
221 | 0xe6           | 4.65907485e-02
222 | 0x05           | 4.62359152e-02
223 | 0x1a           | 4.61505130e-02
224 | 0xaa           | 4.58252339e-02
225 | 0x11           | 4.53674838e-02
226 | 0xec           | 4.52984332e-02
227 | 0xa7           | 4.51246524e-02
228 | 0x4f           | 4.44556744e-02
229 | 0x39           | 4.43561397e-02
230 | 0x3f           | 4.34038806e-02
231 | 0xb6           | 4.33540486e-02
232 | 0x00           | 4.30727980e-02
233 | 0x3c           | 4.24895053e-02
234 | 0x52           | 4.21265407e-02
235 | 0x17           | 4.20947724e-02
236 | 0xa2           | 4.18002501e-02
237 | 0x9a           | 4.16789474e-02
238 | 0xdf           | 4.10912742e-02
239 | 0xf9           | 4.10727604e-02
240 | 0x1e           | 4.09539296e-02
241 | 0x27           | 4.05398568e-02
242 | 0x07           | 4.00897363e-02
243 | 0xce           | 3.88536642e-02
244 | 0x26           | 3.74344497e-02
245 | 0xe9           | 3.70942004e-02
246 | 0xf1           | 3.69895357e-02
247 | 0xd9           | 3.69859057e-02
248 | 0x98           | 3.63756072e-02
249 | 0xcf           | 3.61591613e-02
250 | 0x65           | 3.52269065e-02
251 | 0x4d           | 3.50853989e-02
252 | 0xef           | 3.50798936e-02
253 | 0x38           | 3.29217486e-02
254 | 0xa4           | 3.04950650e-02
255 | 0x31           | 3.04851851e-02
256 | 0xea           | 2.73587839e-02
