Rank | Key Guess (hex) | Score(RSS_over_POI)
 96 | 0xbb           | 1.14515148e-01
 97 | 0xc1           | 1.14481221e-01
 98 | 0xd5           | 1.12552977e-01
 99 | 0x9e           | 1.10484211e-01
100 | 0x9a           | 1.10180247e-01
101 | 0x37           | 1.08826202e-01
102 | 0x7c           | 1.08810728e-01
103 | 0xca           | 1.06133168e-01
104 | 0xc3           | 1.05266146e-01
105 | 0xdb           | 1.03727599e-01
106 | 0xab           | 1.02760672e-01
107 | 0x93           | 1.00711114e-01
108 | 0x1c           | 9.96920052e-02
109 | 0x52           | 9.94919887e-02
110 | 0x9d           | 9.92994710e-02
111 | 0x6e           | 9.89795377e-02
112 | 0xdf           | 9.81908136e-02
113 | 0xb7           | 9.77814911e-02
114 | 0x26           | 9.76166454e-02
115 | 0xcd           | 9.65823335e-02
116 | 0x83           | 9.63296813e-02
117 | 0xf3           | 9.57260709e-02
118 | 0x50           | 9.48735705e-02
119 | 0x14           | 9.43429093e-02
120 | 0x88           | 9.43248429e-02
121 | 0xb8           | 9.30825209e-02
122 | 0x01           | 9.20686458e-02
123 | 0xdc           | 9.19928981e-02
124 | 0x2d           | 9.18596260e-02
125 | 0x6a           | 9.07742439e-02
126 | 0x7a           | 8.93062349e-02
127 | 0x97           | 8.79668653e-02
128 | 0x74           | 8.79083629e-02
129 | 0x09           | 8.58611618e-02
130 | 0x45           | 8.55040578e-02
131 | 0xbd           | 8.53563294e-02
132 | 0xe7           | 8.53455851e-02
133 | 0x98           | 8.30773775e-02
134 | 0x6d           | 8.23172186e-02
135 | 0x5b           | 8.22312774e-02
136 | 0xf4           | 8.18744029e-02
137 | 0xc8           | 8.16931508e-02
138 | 0xfc           | 8.14916143e-02
139 | 0xeb           | 8.08860763e-02
140 | 0x38           | 8.02650322e-02
141 | 0x4e           | 7.99170984e-02
142 | 0x1d           | 7.84765444e-02
143 | 0x34           | 7.78136337e-02
144 | 0x36           | 7.72126318e-02
145 | 0xbf           | 7.71010454e-02
146 | 0xee           | 7.62203905e-02
147 | 0x35           | 7.54352861e-02
148 | 0x3e           | 7.47583403e-02
149 | 0xb5           | 7.36810077e-02
150 | 0xac           | 7.35755646e-02
151 | 0x41           | 7.25318576e-02
152 | 0x8e           | 7.19642655e-02
153 | 0x1b           | 7.18675664e-02
154 | 0x44           | 7.15434252e-02
155 | 0x43           | 7.04015843e-02
156 | 0xa1           | 6.99478165e-02
157 | 0x91           | 6.98103847e-02
158 | 0xa0           | 6.97664554e-02
159 | 0x02           | 6.93349501e-02
160 | 0x6c           | 6.93170888e-02
161 | 0xf9           | 6.86188721e-02
162 | 0x69           | 6.82209000e-02
163 | 0xd7           | 6.68348930e-02
164 | 0xae           | 6.65833354e-02
165 | 0xec           | 6.64687066e-02
166 | 0x82           | 6.60156913e-02
167 | 0x8d           | 6.54185491e-02
168 | 0x9b           | 6.53810855e-02
169 | 0x4f           | 6.51246938e-02
170 | 0x42           | 6.49325425e-02
171 | 0x51           | 6.46976808e-02
172 | 0xc4           | 6.16645401e-02
173 | 0xc5           | 6.05751343e-02
174 | 0x0e           | 6.05501097e-02
175 | 0x20           | 6.05201373e-02
176 | 0x81           | 6.04500789e-02
177 | 0x73           | 5.96606512e-02
178 | 0xa2           | 5.76516073e-02
179 | 0xcc           | 5.72994248e-02
180 | 0xfa           | 5.67732162e-02
181 | 0x19           | 5.64229838e-02
182 | 0xf7           | 5.55568319e-02
183 | 0x5c           | 5.37216472e-02
184 | 0x12           | 5.36643168e-02
185 | 0x68           | 5.35097039e-02
186 | 0xc6           | 5.32578581e-02
187 | 0x95           | 5.21083690e-02
188 | 0xb6           | 5.15446988e-02
189 | 0xb4           | 5.08182948e-02
190 | 0x29           | 5.02018469e-02
191 | 0x17           | 5.00915960e-02
192 | 0xba           | 4.95037809e-02
193 | 0xe1           | 4.79439345e-02
194 | 0x2f           | 4.78477622e-02
195 | 0x0b           | 4.73670888e-02
196 | 0xea           | 4.71972370e-02
197 | 0xbe           | 4.58658854e-02
198 | 0xaa           | 4.56813341e-02
199 | 0x4a           | 4.53895467e-02
200 | 0xdd           | 4.47552139e-02
201 | 0x06           | 4.47262759e-02
202 | 0xa7           | 4.45437091e-02
203 | 0xf8           | 4.43012914e-02
204 | 0xa8           | 4.42366923e-02
205 | 0xf5           | 4.38537080e-02
206 | 0x55           | 4.24931744e-02
207 | 0x59           | 4.22061251e-02
208 | 0xa4           | 4.15290992e-02
209 | 0xd2           | 4.10699046e-02
210 | 0x58           | 4.09446059e-02
211 | 0x39           | 4.07616196e-02
212 | 0x4d           | 4.07509827e-02
213 | 0x75           | 4.05944048e-02
214 | 0x64           | 4.02055453e-02
215 | 0x4c           | 4.00440065e-02
216 | 0xc2           | 3.98447577e-02
217 | 0x96           | 3.94511245e-02
218 | 0x2c           | 3.86100787e-02
219 | 0xd4           | 3.84822877e-02
220 | 0xa6           | 3.81593470e-02
221 | 0x63           | 3.76151581e-02
222 | 0x78           | 3.74502717e-02
223 | 0x62           | 3.67668720e-02
224 | 0x04           | 3.58375945e-02
225 | 0x05           | 3.56022078e-02
226 | 0x99           | 3.34361104e-02
227 | 0xf6           | 3.31599781e-02
228 | 0x89           | 3.30737318e-02
229 | 0xb1           | 3.28516596e-02
230 | 0x84           | 3.27279030e-02
231 | 0xc9           | 3.26757889e-02
232 | 0xf0           | 3.18018070e-02
233 | 0x4b           | 3.07703834e-02
234 | 0xd1           | 3.06579622e-02
235 | 0xe3           | 2.98764665e-02
236 | 0x13           | 2.85378606e-02
237 | 0x48           | 2.82680238e-02
238 | 0x18           | 2.79859678e-02
239 | 0xd9           | 2.74601958e-02
240 | 0x8b           | 2.74075282e-02
241 | 0x24           | 2.63677755e-02
242 | 0x5e           | 2.52390659e-02
243 | 0xd3           | 2.45088283e-02
244 | 0xed           | 2.42889073e-02
245 | 0x8f           | 2.39628093e-02
246 | 0xef           | 2.30722343e-02
247 | 0x8c           | 2.22841510e-02
248 | 0x07           | 2.18346845e-02
249 | 0x22           | 2.13620283e-02
250 | 0xe9           | 2.09958624e-02
251 | 0xe5           | 2.07776317e-02
252 | 0xfd           | 2.02361189e-02
253 | 0x79           | 1.79879721e-02
254 | 0x00           | 1.67512580e-02
255 | 0x2a           | 1.47516977e-02
256 | 0xa9           | 1.17593416e-02
