Rank | Key Guess (hex) | Score(RSS_over_POI)
121 | 0x31           | 9.64123655e-02
122 | 0xf0           | 9.61637392e-02
123 | 0x9e           | 9.46564308e-02
124 | 0xed           | 9.42121491e-02
125 | 0xaa           | 9.33356895e-02
126 | 0x7c           | 9.29322461e-02
127 | 0xd3           | 9.25078323e-02
128 | 0xb7           | 9.05414662e-02
129 | 0xd5           | 9.05223153e-02
130 | 0x32           | 9.03876863e-02
131 | 0x21           | 9.00473814e-02
132 | 0xe2           | 8.86967194e-02
133 | 0xac           | 8.85111280e-02
134 | 0xcf           | 8.77690797e-02
135 | 0x90           | 8.74460545e-02
136 | 0xc1           | 8.71850437e-02
137 | 0x7b           | 8.70646927e-02
138 | 0xd4           | 8.61923646e-02
139 | 0xa9           | 8.44089765e-02
140 | 0xf6           | 8.43151275e-02
141 | 0xf3           | 8.39237741e-02
142 | 0xe7           | 8.33141858e-02
143 | 0x14           | 8.30581249e-02
144 | 0xff           | 8.30110777e-02
145 | 0xe9           | 8.18801103e-02
146 | 0xd9           | 8.17843284e-02
147 | 0x6e           | 8.14847269e-02
148 | 0x54           | 8.07067045e-02
149 | 0x46           | 8.03904208e-02
150 | 0x76           | 8.00843634e-02
151 | 0x86           | 7.96581993e-02
152 | 0x2a           | 7.96444748e-02
153 | 0x3f           | 7.81264576e-02
154 | 0xc2           | 7.69431613e-02
155 | 0x44           | 7.68917995e-02
156 | 0x13           | 7.60578055e-02
157 | 0xb1           | 7.56894905e-02
158 | 0xc4           | 7.56511100e-02
159 | 0x30           | 7.56478065e-02
160 | 0xd8           | 7.54499217e-02
161 | 0x1a           | 7.49774722e-02
162 | 0x28           | 7.35895170e-02
163 | 0x20           | 7.16017845e-02
164 | 0xb4           | 7.06571389e-02
165 | 0x9f           | 7.03049123e-02
166 | 0x33           | 6.90198852e-02
167 | 0xe4           | 6.86140738e-02
168 | 0x82           | 6.82143486e-02
169 | 0x8d           | 6.81466474e-02
170 | 0xbf           | 6.79069889e-02
171 | 0x0f           | 6.66519447e-02
172 | 0xad           | 6.58599895e-02
173 | 0xb9           | 6.46458919e-02
174 | 0xcd           | 6.40654993e-02
175 | 0xce           | 6.39761277e-02
176 | 0x81           | 6.37390832e-02
177 | 0x4d           | 6.27088299e-02
178 | 0xd1           | 6.26472018e-02
179 | 0xea           | 6.23994451e-02
180 | 0x37           | 6.23646192e-02
181 | 0x6c           | 6.16400426e-02
182 | 0x55           | 6.14745978e-02
183 | 0xc6           | 6.12019610e-02
184 | 0x61           | 5.99756525e-02
185 | 0x5c           | 5.97819219e-02
186 | 0x29           | 5.95931653e-02
187 | 0x66           | 5.90672977e-02
188 | 0x68           | 5.86454955e-02
189 | 0x35           | 5.85541142e-02
190 | 0xfd           | 5.82195437e-02
191 | 0x4f           | 5.81764165e-02
192 | 0x0c           | 5.80634719e-02
193 | 0x19           | 5.76860599e-02
194 | 0x00           | 5.76530537e-02
195 | 0xc3           | 5.59556689e-02
196 | 0x9d           | 5.56260356e-02
197 | 0x2f           | 5.53499624e-02
198 | 0x47           | 5.52311394e-02
199 | 0x1d           | 5.51703962e-02
200 | 0x59           | 5.45248258e-02
201 | 0x45           | 5.40856211e-02
202 | 0x3e           | 5.39306171e-02
203 | 0x65           | 5.37090529e-02
204 | 0x7d           | 5.34909854e-02
205 | 0x08           | 5.31915714e-02
206 | 0x60           | 5.29459463e-02
207 | 0x75           | 5.18807888e-02
208 | 0x2c           | 5.12850727e-02
209 | 0x89           | 5.10724802e-02
210 | 0x6a           | 5.09609709e-02
211 | 0x5e           | 4.95811785e-02
212 | 0xcc           | 4.90777742e-02
213 | 0x9b           | 4.85085939e-02
214 | 0x3d           | 4.77469899e-02
215 | 0x87           | 4.75528257e-02
216 | 0xf1           | 4.74851287e-02
217 | 0xcb           | 4.69691716e-02
218 | 0x3c           | 4.68908614e-02
219 | 0x04           | 4.62101516e-02
220 | 0x6d           | 4.52682331e-02
221 | 0xc8           | 4.42193308e-02
222 | 0xde           | 4.34783341e-02
223 | 0xfe           | 4.20564947e-02
224 | 0xa1           | 4.17916756e-02
225 | 0xee           | 4.13210400e-02
226 | 0xaf           | 4.11377613e-02
227 | 0xe5           | 4.02085894e-02
228 | 0x98           | 3.98114469e-02
229 | 0x40           | 3.90709337e-02
230 | 0x2b           | 3.89902979e-02
231 | 0xf9           | 3.87815995e-02
232 | 0x02           | 3.87072430e-02
233 | 0x58           | 3.86608912e-02
234 | 0xfc           | 3.83238114e-02
235 | 0xfa           | 3.74553180e-02
236 | 0xb2           | 3.74229809e-02
237 | 0x15           | 3.73608133e-02
238 | 0xa4           | 3.66188485e-02
239 | 0x41           | 3.65073444e-02
240 | 0x06           | 3.58492686e-02
241 | 0x5a           | 3.54503589e-02
242 | 0x07           | 3.50782599e-02
243 | 0x12           | 3.49064537e-02
244 | 0xec           | 3.41982654e-02
245 | 0xb5           | 3.37162487e-02
246 | 0xb6           | 3.36331082e-02
247 | 0x22           | 3.27775872e-02
248 | 0xdd           | 3.25426387e-02
249 | 0x84           | 3.19615544e-02
250 | 0x91           | 3.05092733e-02
251 | 0xb3           | 2.94826311e-02
252 | 0xae           | 2.65806262e-02
253 | 0x9a           | 2.63658854e-02
254 | 0x3a           | 2.51637869e-02
255 | 0x4c           | 2.44952508e-02
256 | 0x50           | 2.08269450e-02
