Rank | Key Guess (hex) | Score(RSS_over_POI)
 64 | 0xdd           | 1.08798146e-01
 65 | 0xe0           | 1.08272081e-01
 66 | 0x7f           | 1.07386427e-01
 67 | 0x93           | 1.06976490e-01
 68 | 0xee           | 1.05551307e-01
 69 | 0x9f           | 1.04910523e-01
 70 | 0x88           | 1.04761272e-01
 71 | 0x49           | 1.04358612e-01
 72 | 0x83           | 1.04101826e-01
 73 | 0x24           | 1.03520778e-01
 74 | 0xe9           | 1.03440593e-01
 75 | 0xb5           | 1.03059590e-01
 76 | 0xf8           | 1.02443129e-01
 77 | 0x6d           | 1.02386689e-01
 78 | 0x6f           | 1.02031405e-01
 79 | 0xdf           | 1.01109052e-01
 80 | 0x29           | 9.97891776e-02
 81 | 0x20           | 9.97329147e-02
 82 | 0xcb           | 9.96192423e-02
 83 | 0x05           | 9.94624636e-02
 84 | 0x1a           | 9.83143079e-02
 85 | 0xce           | 9.80884394e-02
 86 | 0x9e           | 9.77093567e-02
 87 | 0x50           | 9.74203783e-02
 88 | 0xf5           | 9.62963563e-02
 89 | 0x1e           | 9.54747884e-02
 90 | 0xb9           | 9.52617971e-02
 91 | 0x22           | 9.48004726e-02
 92 | 0x23           | 9.31527604e-02
 93 | 0x19           | 9.25825658e-02
 94 | 0xaf           | 9.23799418e-02
 95 | 0x01           | 9.23069174e-02
 96 | 0x97           | 9.17343626e-02
 97 | 0xb1           | 9.11400749e-02
 98 | 0x31           | 9.09509469e-02
 99 | 0x96           | 9.05624917e-02
100 | 0x25           | 8.93439828e-02
101 | 0x6b           | 8.92134323e-02
102 | 0xd6           | 8.89893975e-02
103 | 0x7d           | 8.82733138e-02
104 | 0x94           | 8.82114466e-02
105 | 0x7c           | 8.76251600e-02
106 | 0xa2           | 8.75827509e-02
107 | 0xfc           | 8.74614842e-02
108 | 0x99           | 8.73196799e-02
109 | 0x89           | 8.69816391e-02
110 | 0x06           | 8.68515115e-02
111 | 0xfa           | 8.64805791e-02
112 | 0xb3           | 8.64467328e-02
113 | 0xa6           | 8.59626700e-02
114 | 0x3c           | 8.57106836e-02
115 | 0xd2           | 8.56724710e-02
116 | 0xf1           | 8.54351332e-02
117 | 0x8f           | 8.53093407e-02
118 | 0xa0           | 8.49922782e-02
119 | 0x17           | 8.38438126e-02
120 | 0xc0           | 8.32464504e-02
121 | 0x2b           | 8.31712974e-02
122 | 0x7b           | 8.30854245e-02
123 | 0x1b           | 8.29372523e-02
124 | 0x0f           | 8.27485590e-02
125 | 0xf2           | 8.27045292e-02
126 | 0xc4           | 8.25807729e-02
127 | 0xe8           | 8.24415230e-02
128 | 0xc2           | 8.18628061e-02
129 | 0x51           | 8.06731375e-02
130 | 0xd4           | 8.06521337e-02
131 | 0xb6           | 8.06123304e-02
132 | 0xca           | 8.01983826e-02
133 | 0x6a           | 7.98182646e-02
134 | 0x78           | 7.95972961e-02
135 | 0x71           | 7.93975095e-02
136 | 0x61           | 7.93129618e-02
137 | 0xe7           | 7.91391740e-02
138 | 0x8b           | 7.88435068e-02
139 | 0x0a           | 7.80362135e-02
140 | 0x2c           | 7.79013746e-02
141 | 0x80           | 7.76697854e-02
142 | 0x48           | 7.74902276e-02
143 | 0x4c           | 7.74761549e-02
144 | 0x16           | 7.73866751e-02
145 | 0x11           | 7.71795508e-02
146 | 0xc9           | 7.70571187e-02
147 | 0xbc           | 7.70303454e-02
148 | 0x90           | 7.65886960e-02
149 | 0x02           | 7.62704969e-02
150 | 0x5f           | 7.61687650e-02
151 | 0xc5           | 7.41181018e-02
152 | 0x53           | 7.41030949e-02
153 | 0x4d           | 7.40625373e-02
154 | 0x65           | 7.35563803e-02
155 | 0x84           | 7.34251318e-02
156 | 0xcf           | 7.33262418e-02
157 | 0x63           | 7.31835281e-02
158 | 0xeb           | 7.27874585e-02
159 | 0x92           | 7.27707166e-02
160 | 0xfb           | 7.27414513e-02
161 | 0x03           | 7.24300687e-02
162 | 0xd7           | 7.23811726e-02
163 | 0xe3           | 7.17050732e-02
164 | 0x0e           | 7.15968663e-02
165 | 0xfe           | 7.06071712e-02
166 | 0xb7           | 7.04893451e-02
167 | 0xbb           | 7.04867803e-02
168 | 0xcc           | 7.00038243e-02
169 | 0x1c           | 6.87125969e-02
170 | 0x44           | 6.76000902e-02
171 | 0x56           | 6.68379117e-02
172 | 0x5c           | 6.53261244e-02
173 | 0x73           | 6.53260813e-02
174 | 0x74           | 6.53147082e-02
175 | 0x87           | 6.52524742e-02
176 | 0xbe           | 6.51958748e-02
177 | 0x76           | 6.51366155e-02
178 | 0x30           | 6.50716045e-02
179 | 0x26           | 6.41779378e-02
180 | 0x09           | 6.39849856e-02
181 | 0x77           | 6.36247825e-02
182 | 0x3a           | 6.36128167e-02
183 | 0x14           | 6.34164405e-02
184 | 0x6e           | 6.31529082e-02
185 | 0x70           | 6.26683282e-02
186 | 0x4b           | 6.17648731e-02
187 | 0x1d           | 6.13214686e-02
188 | 0x21           | 6.12339270e-02
189 | 0x41           | 6.10642854e-02
190 | 0x2d           | 6.04563132e-02
191 | 0x2e           | 6.03248323e-02
192 | 0x86           | 5.99454936e-02
193 | 0x8e           | 5.87476042e-02
194 | 0x67           | 5.86734178e-02
195 | 0xa3           | 5.82623152e-02
196 | 0x60           | 5.73910313e-02
197 | 0xea           | 5.73180390e-02
198 | 0xff           | 5.66839452e-02
199 | 0xdc           | 5.64434274e-02
200 | 0x91           | 5.62095940e-02
201 | 0xa4           | 5.47929024e-02
202 | 0x5e           | 5.45376581e-02
203 | 0x8a           | 5.45071252e-02
204 | 0x59           | 5.41930645e-02
205 | 0x40           | 5.41880099e-02
206 | 0xb0           | 5.39943072e-02
207 | 0x0c           | 5.35780269e-02
208 | 0x9c           | 5.31818730e-02
209 | 0x43           | 5.29568655e-02
210 | 0xcd           | 5.21349874e-02
211 | 0xd1           | 5.16016474e-02
212 | 0x4f           | 5.13381117e-02
213 | 0x15           | 5.09580345e-02
214 | 0xa1           | 5.04624757e-02
215 | 0x7e           | 5.03354735e-02
216 | 0xef           | 5.00581437e-02
217 | 0x2f           | 5.00439728e-02
218 | 0xdb           | 4.94177143e-02
219 | 0xaa           | 4.91830879e-02
220 | 0x66           | 4.79107612e-02
221 | 0x0b           | 4.73607400e-02
222 | 0x5b           | 4.72519819e-02
223 | 0xa7           | 4.69165777e-02
224 | 0xc8           | 4.63920248e-02
225 | 0x69           | 4.57560647e-02
226 | 0x10           | 4.56797350e-02
227 | 0x39           | 4.53358993e-02
228 | 0x79           | 4.53117807e-02
229 | 0xed           | 4.43175094e-02
230 | 0x82           | 4.42873756e-02
231 | 0x3f           | 4.39455150e-02
232 | 0xc1           | 4.33892024e-02
233 | 0xec           | 4.32729362e-02
234 | 0x08           | 4.31373664e-02
235 | 0xf4           | 4.27069762e-02
236 | 0xbf           | 4.23395245e-02
237 | 0xe1           | 4.13226978e-02
238 | 0x95           | 4.12644949e-02
239 | 0x68           | 4.01968726e-02
240 | 0xab           | 4.01298750e-02
241 | 0x3d           | 3.98417018e-02
242 | 0x64           | 3.94869196e-02
243 | 0xb4           | 3.84739758e-02
244 | 0xf0           | 3.75387827e-02
245 | 0xf9           | 3.70838010e-02
246 | 0x46           | 3.66891614e-02
247 | 0x45           | 3.54970202e-02
248 | 0x38           | 3.52456820e-02
249 | 0x36           | 3.49295091e-02
250 | 0xd8           | 3.46740065e-02
251 | 0x07           | 3.41886093e-02
252 | 0xd3           | 3.30736081e-02
253 | 0x34           | 3.16543306e-02
254 | 0xa5           | 3.12698635e-02
255 | 0x9b           | 3.05149650e-02
256 | 0xae           | 2.97336845e-02
