Rank | Key Guess (hex) | Score(RSS_over_POI)
142 | 0x19           | 7.39794891e-02
143 | 0x02           | 7.37865828e-02
144 | 0xfc           | 7.36023726e-02
145 | 0xed           | 7.35857681e-02
146 | 0x2c           | 7.35357798e-02
147 | 0x5b           | 7.33023878e-02
148 | 0x40           | 7.27342551e-02
149 | 0xc2           | 7.22775790e-02
150 | 0x0a           | 7.18223916e-02
151 | 0xfd           | 7.16735125e-02
152 | 0x21           | 7.15132008e-02
153 | 0xd0           | 7.13502918e-02
154 | 0x39           | 7.07665818e-02
155 | 0xa6           | 7.05325182e-02
156 | 0x15           | 7.05097826e-02
157 | 0xc3           | 6.96561364e-02
158 | 0x43           | 6.93080084e-02
159 | 0x36           | 6.84336024e-02
160 | 0x75           | 6.80532758e-02
161 | 0x95           | 6.68509185e-02
162 | 0xa5           | 6.66865887e-02
163 | 0xa1           | 6.62890464e-02
164 | 0xc9           | 6.57165799e-02
165 | 0x4b           | 6.48949169e-02
166 | 0x01           | 6.46665999e-02
167 | 0x6d           | 6.46017791e-02
168 | 0x60           | 6.42035844e-02
169 | 0xf8           | 6.30790796e-02
170 | 0xe5           | 6.29371621e-02
171 | 0xca           | 6.16264378e-02
172 | 0xda           | 6.15112810e-02
173 | 0xb4           | 6.10754009e-02
174 | 0x69           | 6.07450942e-02
175 | 0x6f           | 6.05226050e-02
176 | 0x76           | 6.00088064e-02
177 | 0x56           | 5.99324062e-02
178 | 0x97           | 5.94608935e-02
179 | 0x20           | 5.90165823e-02
180 | 0xd9           | 5.90116771e-02
181 | 0x41           | 5.86674169e-02
182 | 0xf5           | 5.82850189e-02
183 | 0x09           | 5.80864683e-02
184 | 0xf6           | 5.80741172e-02
185 | 0xe4           | 5.78010715e-02
186 | 0xce           | 5.77804905e-02
187 | 0x7f           | 5.77774397e-02
188 | 0x11           | 5.74894660e-02
189 | 0x9b           | 5.68759780e-02
190 | 0x29           | 5.66812459e-02
191 | 0xfb           | 5.63547083e-02
192 | 0x78           | 5.63422406e-02
193 | 0x25           | 5.63239976e-02
194 | 0x64           | 5.62946261e-02
195 | 0x8e           | 5.62475503e-02
196 | 0x9a           | 5.61857947e-02
197 | 0xcb           | 5.60834576e-02
198 | 0x22           | 5.60496618e-02
199 | 0x4d           | 5.60067238e-02
200 | 0xa0           | 5.59979247e-02
201 | 0x46           | 5.59745772e-02
202 | 0x80           | 5.59629327e-02
203 | 0xa4           | 5.57880038e-02
204 | 0x04           | 5.55898938e-02
205 | 0x90           | 5.53588989e-02
206 | 0x5a           | 5.47601462e-02
207 | 0xf0           | 5.47600354e-02
208 | 0x23           | 5.40510267e-02
209 | 0xcf           | 5.37725120e-02
210 | 0x54           | 5.26773539e-02
211 | 0x00           | 5.21851728e-02
212 | 0x24           | 5.17689247e-02
213 | 0x9c           | 5.14928466e-02
214 | 0x7d           | 5.10910136e-02
215 | 0xe8           | 5.10409240e-02
216 | 0xfe           | 5.10262289e-02
217 | 0x93           | 5.09965517e-02
218 | 0x71           | 5.08481948e-02
219 | 0x65           | 5.07295448e-02
220 | 0xae           | 5.01460548e-02
221 | 0x44           | 5.00929430e-02
222 | 0x88           | 5.00160475e-02
223 | 0xa2           | 4.94365195e-02
224 | 0x74           | 4.93827909e-02
225 | 0x0f           | 4.80161919e-02
226 | 0x9e           | 4.76911522e-02
227 | 0xff           | 4.72695232e-02
228 | 0x6c           | 4.69632668e-02
229 | 0x4a           | 4.67245002e-02
230 | 0x8f           | 4.66248226e-02
231 | 0xac           | 4.63288013e-02
232 | 0x3f           | 4.62522795e-02
233 | 0x85           | 4.61064910e-02
234 | 0xfa           | 4.59241815e-02
235 | 0x51           | 4.58626118e-02
236 | 0xa3           | 4.57118088e-02
237 | 0xef           | 4.48965025e-02
238 | 0x7e           | 4.39165234e-02
239 | 0x1a           | 4.29287001e-02
240 | 0x9f           | 4.21766663e-02
241 | 0xbf           | 4.21117394e-02
242 | 0xd2           | 4.19602284e-02
243 | 0x45           | 3.85697404e-02
244 | 0x50           | 3.83948977e-02
245 | 0xaa           | 3.81333620e-02
246 | 0xc6           | 3.77850286e-02
247 | 0x62           | 3.75916768e-02
248 | 0x96           | 3.69240705e-02
249 | 0xaf           | 3.62287414e-02
250 | 0x1f           | 3.57908130e-02
251 | 0x91           | 3.57060253e-02
252 | 0xd3           | 3.55394252e-02
253 | 0x5f           | 3.41320931e-02
254 | 0x4e           | 3.36853920e-02
255 | 0x13           | 3.04593686e-02
256 | 0x8c           | 2.99941676e-02
