Rank | Key Guess (Hex) | Correlation
140 |    0x34       | 0.029984
141 |    0xFE       | 0.029585
142 |    0xDB       | 0.029395
143 |    0xED       | 0.029295
144 |    0xFA       | 0.029241
145 |    0xC8       | 0.029235
146 |    0x09       | 0.029224
147 |    0xAD       | 0.029211
148 |    0x52       | 0.029019
149 |    0x3D       | 0.028925
150 |    0x2D       | 0.028860
151 |    0x36       | 0.028605
152 |    0x03       | 0.028443
153 |    0xA8       | 0.028391
154 |    0x2B       | 0.028363
155 |    0x12       | 0.028298
156 |    0x04       | 0.028275
157 |    0x70       | 0.028148
158 |    0x56       | 0.028082
159 |    0x0B       | 0.027967
160 |    0x3B       | 0.027936
161 |    0xD1       | 0.027853
162 |    0xFF       | 0.027571
163 |    0xAA       | 0.027568
164 |    0x8B       | 0.027488
165 |    0x87       | 0.027420
166 |    0x49       | 0.027390
167 |    0x48       | 0.027159
168 |    0x8A       | 0.027013
169 |    0x39       | 0.027004
170 |    0x30       | 0.026829
171 |    0x0C       | 0.026805
172 |    0x86       | 0.026723
173 |    0xDF       | 0.026665
174 |    0xB7       | 0.026641
175 |    0x92       | 0.026535
176 |    0x25       | 0.026448
177 |    0xB9       | 0.026326
178 |    0x33       | 0.026302
179 |    0x3E       | 0.026190
180 |    0x05       | 0.026097
181 |    0x2C       | 0.025855
182 |    0x85       | 0.025844
183 |    0xBF       | 0.025791
184 |    0x4A       | 0.025774
185 |    0x78       | 0.025708
186 |    0xF7       | 0.025636
187 |    0xBD       | 0.025572
188 |    0xE8       | 0.025551
189 |    0x93       | 0.025515
190 |    0xE2       | 0.025141
191 |    0xBC       | 0.024983
192 |    0xA7       | 0.024893
193 |    0x5F       | 0.024790
194 |    0xCD       | 0.024675
195 |    0x21       | 0.024660
196 |    0x00       | 0.024428
197 |    0x4D       | 0.024397
198 |    0xF2       | 0.024380
199 |    0x2F       | 0.024331
200 |    0xB0       | 0.024247
201 |    0x45       | 0.024242
202 |    0xD5       | 0.024199
203 |    0x5E       | 0.024172
204 |    0xF1       | 0.024102
205 |    0x81       | 0.024017
206 |    0xC5       | 0.024014
207 |    0xD6       | 0.023896
208 |    0x06       | 0.023595
209 |    0x18       | 0.023374
210 |    0xC7       | 0.023331
211 |    0x7B       | 0.023040
212 |    0x31       | 0.022447
213 |    0x1D       | 0.022136
214 |    0x02       | 0.021956
215 |    0xC4       | 0.021943
216 |    0x50       | 0.021930
217 |    0x0E       | 0.021921
218 |    0x6F       | 0.021722
219 |    0x17       | 0.021643
220 |    0xAB       | 0.021557
221 |    0xAF       | 0.021515
222 |    0x91       | 0.021481
223 |    0x5C       | 0.021403
224 |    0x07       | 0.021156
225 |    0xEE       | 0.021094
226 |    0xF6       | 0.021006
227 |    0x0A       | 0.021003
228 |    0xA2       | 0.020937
229 |    0xF9       | 0.020673
230 |    0x46       | 0.020526
231 |    0xC1       | 0.020518
232 |    0x7F       | 0.020437
233 |    0x16       | 0.020026
234 |    0x54       | 0.019894
235 |    0xF5       | 0.019865
236 |    0xE5       | 0.019340
237 |    0x68       | 0.019170
238 |    0xD4       | 0.018810
239 |    0x4C       | 0.018765
240 |    0xFD       | 0.018714
241 |    0x83       | 0.018547
242 |    0xA0       | 0.018524
243 |    0x7A       | 0.018266
244 |    0x28       | 0.018241
245 |    0x1E       | 0.018204
246 |    0xB5       | 0.017936
247 |    0x97       | 0.017346
248 |    0xCA       | 0.017213
249 |    0xC2       | 0.017011
250 |    0xC3       | 0.016930
251 |    0x6A       | 0.016482
252 |    0xD9       | 0.016470
253 |    0x59       | 0.016352
254 |    0xA5       | 0.015913
255 |    0xE6       | 0.015260
256 |    0xD2       | 0.014593
