Rank | Key Guess (Hex) | Correlation
126 |    0xA3       | 0.029913
127 |    0xB4       | 0.029855
128 |    0xEF       | 0.029820
129 |    0x7B       | 0.029734
130 |    0x81       | 0.029645
131 |    0xA9       | 0.029596
132 |    0x6E       | 0.029561
133 |    0xB3       | 0.029414
134 |    0x92       | 0.029392
135 |    0x77       | 0.029368
136 |    0x70       | 0.029359
137 |    0x89       | 0.029188
138 |    0x08       | 0.029132
139 |    0x53       | 0.029067
140 |    0xDD       | 0.029051
141 |    0xE8       | 0.028916
142 |    0x56       | 0.028832
143 |    0xCB       | 0.028827
144 |    0xD8       | 0.028815
145 |    0xB2       | 0.028808
146 |    0xE5       | 0.028699
147 |    0xB6       | 0.028656
148 |    0x43       | 0.028540
149 |    0xE2       | 0.028489
150 |    0x16       | 0.028475
151 |    0xF6       | 0.028285
152 |    0x90       | 0.028280
153 |    0xC6       | 0.028073
154 |    0x4A       | 0.028023
155 |    0x34       | 0.027997
156 |    0x82       | 0.027993
157 |    0xC9       | 0.027947
158 |    0xF9       | 0.027792
159 |    0x00       | 0.027728
160 |    0xE4       | 0.027672
161 |    0x07       | 0.027622
162 |    0x78       | 0.027582
163 |    0xA0       | 0.027580
164 |    0x74       | 0.027530
165 |    0x8F       | 0.027459
166 |    0x1F       | 0.027358
167 |    0xAF       | 0.027326
168 |    0xA6       | 0.027322
169 |    0xA4       | 0.027313
170 |    0x55       | 0.027304
171 |    0x49       | 0.027195
172 |    0x3F       | 0.027127
173 |    0x13       | 0.027090
174 |    0x40       | 0.027069
175 |    0x5C       | 0.027032
176 |    0x0E       | 0.027003
177 |    0x0F       | 0.027002
178 |    0x75       | 0.027000
179 |    0x68       | 0.026923
180 |    0xDA       | 0.026915
181 |    0x8A       | 0.026843
182 |    0x5D       | 0.026673
183 |    0x42       | 0.026555
184 |    0x32       | 0.026415
185 |    0xFA       | 0.026066
186 |    0x31       | 0.025770
187 |    0xCD       | 0.025746
188 |    0x11       | 0.025722
189 |    0x60       | 0.025668
190 |    0x19       | 0.025614
191 |    0x97       | 0.025578
192 |    0xED       | 0.025453
193 |    0x2F       | 0.025387
194 |    0x8D       | 0.025367
195 |    0x4B       | 0.025338
196 |    0xE7       | 0.025312
197 |    0xCE       | 0.025281
198 |    0x8E       | 0.024823
199 |    0x64       | 0.024750
200 |    0xDB       | 0.024722
201 |    0xAE       | 0.024619
202 |    0xF0       | 0.024328
203 |    0xA5       | 0.024266
204 |    0x46       | 0.024207
205 |    0x87       | 0.024110
206 |    0xB7       | 0.024066
207 |    0x5A       | 0.023813
208 |    0x2A       | 0.023809
209 |    0xA1       | 0.023787
210 |    0x2E       | 0.023740
211 |    0x1B       | 0.023721
212 |    0x79       | 0.023639
213 |    0x5E       | 0.023541
214 |    0x7E       | 0.023493
215 |    0xCA       | 0.023348
216 |    0x69       | 0.023326
217 |    0x2D       | 0.023294
218 |    0x06       | 0.023199
219 |    0x1A       | 0.023171
220 |    0x30       | 0.023082
221 |    0xAD       | 0.022990
222 |    0x85       | 0.022973
223 |    0x38       | 0.022866
224 |    0x09       | 0.022835
225 |    0xD9       | 0.022833
226 |    0xF2       | 0.022688
227 |    0x35       | 0.022590
228 |    0x9A       | 0.022514
229 |    0x05       | 0.022444
230 |    0xB5       | 0.022358
231 |    0x20       | 0.022061
232 |    0xD4       | 0.022021
233 |    0x2C       | 0.021911
234 |    0x4D       | 0.021848
235 |    0xFE       | 0.021778
236 |    0x4E       | 0.020918
237 |    0x10       | 0.020816
238 |    0xAB       | 0.020654
239 |    0xC5       | 0.020539
240 |    0x7C       | 0.019417
241 |    0xEC       | 0.019330
242 |    0xC3       | 0.018979
243 |    0xE9       | 0.018726
244 |    0xBA       | 0.018561
245 |    0xFB       | 0.018382
246 |    0x72       | 0.018117
247 |    0x2B       | 0.018090
248 |    0xD3       | 0.018074
249 |    0xCF       | 0.017961
250 |    0x7D       | 0.017862
251 |    0x12       | 0.017314
252 |    0xD1       | 0.016944
253 |    0x9E       | 0.016879
254 |    0x28       | 0.014935
255 |    0xC2       | 0.014151
256 |    0x04       | 0.012221
