Rank | Key Guess (Hex) | Correlation
 72 |    0xA0       | 0.038841
 73 |    0xD5       | 0.038766
 74 |    0xDE       | 0.038626
 75 |    0xA5       | 0.038560
 76 |    0x8A       | 0.038467
 77 |    0x55       | 0.038120
 78 |    0x4C       | 0.037813
 79 |    0x1F       | 0.037641
 80 |    0xDB       | 0.037148
 81 |    0x40       | 0.036929
 82 |    0x5C       | 0.036860
 83 |    0x87       | 0.036793
 84 |    0xF6       | 0.036664
 85 |    0xD7       | 0.036629
 86 |    0xCF       | 0.036531
 87 |    0xF2       | 0.036497
 88 |    0x39       | 0.036418
 89 |    0x68       | 0.036381
 90 |    0x23       | 0.036362
 91 |    0xDA       | 0.036187
 92 |    0x79       | 0.035965
 93 |    0x69       | 0.035895
 94 |    0x20       | 0.035888
 95 |    0xE0       | 0.035888
 96 |    0x11       | 0.035846
 97 |    0xB9       | 0.035731
 98 |    0x5A       | 0.035499
 99 |    0x3E       | 0.035408
100 |    0x80       | 0.035344
101 |    0xF8       | 0.035113
102 |    0x10       | 0.035082
103 |    0x8F       | 0.035008
104 |    0x9A       | 0.034989
105 |    0x41       | 0.034950
106 |    0x65       | 0.034567
107 |    0xD8       | 0.034434
108 |    0xDC       | 0.034431
109 |    0xE3       | 0.034312
110 |    0xE4       | 0.034212
111 |    0xCA       | 0.033973
112 |    0x51       | 0.033906
113 |    0x7B       | 0.033875
114 |    0xBD       | 0.033845
115 |    0x1A       | 0.033768
116 |    0x84       | 0.033738
117 |    0x93       | 0.033645
118 |    0x13       | 0.033606
119 |    0x5F       | 0.033486
120 |    0x52       | 0.033476
121 |    0xF9       | 0.033411
122 |    0xE2       | 0.033235
123 |    0xF5       | 0.033186
124 |    0x78       | 0.033045
125 |    0x3C       | 0.032988
126 |    0xA3       | 0.032782
127 |    0x49       | 0.032776
128 |    0x01       | 0.032550
129 |    0xB2       | 0.032488
130 |    0x0C       | 0.032473
131 |    0x2A       | 0.032469
132 |    0xF0       | 0.032400
133 |    0x53       | 0.032370
134 |    0x91       | 0.032303
135 |    0x8D       | 0.032266
136 |    0x5B       | 0.032079
137 |    0xB6       | 0.031927
138 |    0x3A       | 0.031772
139 |    0xF3       | 0.031725
140 |    0x92       | 0.031693
141 |    0xC5       | 0.031665
142 |    0xAA       | 0.031565
143 |    0x9B       | 0.031448
144 |    0x96       | 0.031441
145 |    0x15       | 0.031312
146 |    0x8E       | 0.031304
147 |    0xE7       | 0.031225
148 |    0xEF       | 0.030863
149 |    0xFD       | 0.030745
150 |    0x4D       | 0.030657
151 |    0x59       | 0.030646
152 |    0x74       | 0.030603
153 |    0x18       | 0.030551
154 |    0x28       | 0.030422
155 |    0x58       | 0.030361
156 |    0xFB       | 0.030361
157 |    0x60       | 0.030311
158 |    0xF4       | 0.030263
159 |    0xB4       | 0.030153
160 |    0x48       | 0.029923
161 |    0x17       | 0.029913
162 |    0xAF       | 0.029862
163 |    0xF1       | 0.029714
164 |    0x9F       | 0.029564
165 |    0xB8       | 0.029516
166 |    0x16       | 0.029316
167 |    0x08       | 0.029277
168 |    0x85       | 0.028952
169 |    0x89       | 0.028844
170 |    0x56       | 0.028668
171 |    0x12       | 0.028553
172 |    0xC4       | 0.028478
173 |    0x4A       | 0.028459
174 |    0x2B       | 0.028376
175 |    0x45       | 0.028317
176 |    0x0B       | 0.028247
177 |    0xCB       | 0.028226
178 |    0xD6       | 0.028225
179 |    0x6B       | 0.028157
180 |    0xA1       | 0.028116
181 |    0x1B       | 0.028069
182 |    0x04       | 0.028044
183 |    0xC0       | 0.027999
184 |    0x7E       | 0.027997
185 |    0x88       | 0.027904
186 |    0xA2       | 0.027873
187 |    0xD1       | 0.027834
188 |    0x95       | 0.027802
189 |    0xFF       | 0.027774
190 |    0xBE       | 0.027716
191 |    0xC7       | 0.027675
192 |    0x70       | 0.027270
193 |    0x7A       | 0.027124
194 |    0x6D       | 0.027098
195 |    0xE6       | 0.026975
196 |    0x35       | 0.026926
197 |    0xFE       | 0.026745
198 |    0x2D       | 0.026682
199 |    0x05       | 0.026605
200 |    0xDD       | 0.026587
201 |    0x6F       | 0.026500
202 |    0xB7       | 0.026257
203 |    0xC3       | 0.026157
204 |    0x14       | 0.025976
205 |    0xC2       | 0.025936
206 |    0x06       | 0.025888
207 |    0xE8       | 0.025826
208 |    0x81       | 0.025529
209 |    0x7D       | 0.025351
210 |    0x4E       | 0.025005
211 |    0xCD       | 0.024956
212 |    0xC6       | 0.024863
213 |    0x37       | 0.024738
214 |    0xA8       | 0.024638
215 |    0xEA       | 0.024523
216 |    0xAB       | 0.024214
217 |    0x36       | 0.024159
218 |    0x6C       | 0.024108
219 |    0x6E       | 0.024052
220 |    0x1D       | 0.023748
221 |    0xD3       | 0.023025
222 |    0x29       | 0.022912
223 |    0xB5       | 0.022738
224 |    0xF7       | 0.022440
225 |    0x76       | 0.022285
226 |    0xD2       | 0.021700
227 |    0x6A       | 0.020952
228 |    0x3D       | 0.020788
229 |    0x94       | 0.020607
230 |    0x7F       | 0.020312
231 |    0xEB       | 0.019697
232 |    0x02       | 0.019295
233 |    0xD0       | 0.019284
234 |    0x4B       | 0.019253
235 |    0x00       | 0.019229
236 |    0x47       | 0.019060
237 |    0x5D       | 0.019036
238 |    0x09       | 0.018829
239 |    0x2E       | 0.018764
240 |    0x5E       | 0.018671
241 |    0x62       | 0.018359
242 |    0x30       | 0.018357
243 |    0xAD       | 0.017986
244 |    0xB1       | 0.017680
245 |    0xB0       | 0.017678
246 |    0x82       | 0.017476
247 |    0x07       | 0.017305
248 |    0x2F       | 0.016932
249 |    0x54       | 0.016374
250 |    0x50       | 0.016238
251 |    0xA7       | 0.015904
252 |    0xA6       | 0.015855
253 |    0x0A       | 0.014696
254 |    0x86       | 0.013754
255 |    0xD9       | 0.013103
256 |    0xC1       | 0.012563
