Rank | Key Guess (Hex) | Correlation
 87 |    0xDC       | 0.035249
 88 |    0x5F       | 0.034974
 89 |    0xFB       | 0.034915
 90 |    0xB7       | 0.034840
 91 |    0x2A       | 0.034717
 92 |    0x65       | 0.034652
 93 |    0x5D       | 0.034651
 94 |    0x01       | 0.034561
 95 |    0x2B       | 0.034347
 96 |    0xB3       | 0.034283
 97 |    0xA8       | 0.034260
 98 |    0x79       | 0.034090
 99 |    0x20       | 0.034006
100 |    0xC3       | 0.033950
101 |    0x8F       | 0.033930
102 |    0x07       | 0.033868
103 |    0x03       | 0.033793
104 |    0x2C       | 0.033737
105 |    0xD1       | 0.033584
106 |    0x53       | 0.033485
107 |    0x5E       | 0.033382
108 |    0xE4       | 0.033344
109 |    0xB2       | 0.033251
110 |    0xC8       | 0.033227
111 |    0x0D       | 0.032770
112 |    0x19       | 0.032754
113 |    0x00       | 0.032670
114 |    0x55       | 0.032543
115 |    0x1C       | 0.032495
116 |    0x42       | 0.032470
117 |    0x3A       | 0.032461
118 |    0xFE       | 0.032237
119 |    0xFA       | 0.032236
120 |    0x4D       | 0.032112
121 |    0x0B       | 0.032008
122 |    0xBB       | 0.031939
123 |    0x3B       | 0.031930
124 |    0x6B       | 0.031892
125 |    0x37       | 0.031885
126 |    0xE3       | 0.031540
127 |    0x85       | 0.031353
128 |    0x0A       | 0.031324
129 |    0x7F       | 0.031299
130 |    0x69       | 0.031248
131 |    0x9F       | 0.031229
132 |    0xD9       | 0.031183
133 |    0x2D       | 0.031164
134 |    0x0F       | 0.031122
135 |    0xFD       | 0.030991
136 |    0x1B       | 0.030956
137 |    0x35       | 0.030923
138 |    0xB1       | 0.030872
139 |    0xF7       | 0.030742
140 |    0x1E       | 0.030729
141 |    0xFF       | 0.030676
142 |    0x7C       | 0.030577
143 |    0x38       | 0.030565
144 |    0x88       | 0.030563
145 |    0xEC       | 0.030499
146 |    0x87       | 0.030469
147 |    0x60       | 0.030336
148 |    0xC7       | 0.030329
149 |    0xDD       | 0.030110
150 |    0x09       | 0.029956
151 |    0xE8       | 0.029816
152 |    0xC9       | 0.029668
153 |    0x16       | 0.029588
154 |    0xCF       | 0.029522
155 |    0xCA       | 0.029359
156 |    0xEB       | 0.029332
157 |    0x74       | 0.029205
158 |    0xE7       | 0.029192
159 |    0xF0       | 0.029183
160 |    0x39       | 0.029176
161 |    0x11       | 0.029149
162 |    0xF9       | 0.028989
163 |    0xE6       | 0.028843
164 |    0xAC       | 0.028837
165 |    0xFC       | 0.028614
166 |    0xF2       | 0.028607
167 |    0x28       | 0.028593
168 |    0x5C       | 0.028589
169 |    0xC2       | 0.028560
170 |    0x44       | 0.028559
171 |    0xBE       | 0.028527
172 |    0x91       | 0.028487
173 |    0x84       | 0.028482
174 |    0x46       | 0.028465
175 |    0x21       | 0.028308
176 |    0x75       | 0.028191
177 |    0x7D       | 0.028113
178 |    0x49       | 0.028013
179 |    0xE5       | 0.027933
180 |    0x9D       | 0.027588
181 |    0xD6       | 0.027587
182 |    0x50       | 0.027538
183 |    0x81       | 0.027515
184 |    0x56       | 0.027466
185 |    0xAB       | 0.027436
186 |    0xB0       | 0.027411
187 |    0x86       | 0.027408
188 |    0xAE       | 0.027366
189 |    0x48       | 0.027308
190 |    0x5B       | 0.027306
191 |    0xF8       | 0.027223
192 |    0xB6       | 0.027208
193 |    0xD2       | 0.027057
194 |    0xE1       | 0.026939
195 |    0x17       | 0.026623
196 |    0xF3       | 0.026618
197 |    0x6A       | 0.026346
198 |    0x30       | 0.026277
199 |    0x64       | 0.026010
200 |    0x3E       | 0.025858
201 |    0xD4       | 0.025848
202 |    0x08       | 0.025681
203 |    0xD5       | 0.025665
204 |    0x1A       | 0.025648
205 |    0x33       | 0.025530
206 |    0xEF       | 0.025302
207 |    0x14       | 0.025205
208 |    0x0C       | 0.025203
209 |    0x7E       | 0.025164
210 |    0x2F       | 0.025011
211 |    0x59       | 0.024892
212 |    0x51       | 0.024837
213 |    0xCB       | 0.024684
214 |    0x6C       | 0.024655
215 |    0x83       | 0.024417
216 |    0x6E       | 0.024158
217 |    0x93       | 0.023981
218 |    0xF5       | 0.023953
219 |    0xB4       | 0.023758
220 |    0x0E       | 0.023574
221 |    0xF1       | 0.023551
222 |    0x71       | 0.023397
223 |    0x66       | 0.023111
224 |    0xAF       | 0.023052
225 |    0x13       | 0.023038
226 |    0xDF       | 0.022970
227 |    0x52       | 0.022837
228 |    0xAA       | 0.022711
229 |    0x89       | 0.022646
230 |    0x24       | 0.022410
231 |    0x3C       | 0.022209
232 |    0x5A       | 0.021825
233 |    0x70       | 0.021780
234 |    0xED       | 0.021590
235 |    0x3D       | 0.021203
236 |    0xD3       | 0.021125
237 |    0x54       | 0.021112
238 |    0xA6       | 0.021025
239 |    0x68       | 0.020883
240 |    0xA7       | 0.020717
241 |    0xC6       | 0.020367
242 |    0xCC       | 0.020278
243 |    0xC4       | 0.020046
244 |    0x78       | 0.020036
245 |    0xA9       | 0.019990
246 |    0xC0       | 0.019925
247 |    0x80       | 0.019152
248 |    0x6D       | 0.018955
249 |    0xA3       | 0.018573
250 |    0xDB       | 0.018369
251 |    0xA2       | 0.018254
252 |    0x29       | 0.017476
253 |    0x72       | 0.017470
254 |    0x04       | 0.017039
255 |    0x8B       | 0.014055
256 |    0xAD       | 0.013673
