Rank | Key Guess (Hex) | Correlation
 70 |    0x5A       | 0.036517
 71 |    0x62       | 0.036498
 72 |    0xE2       | 0.036490
 73 |    0xEC       | 0.036162
 74 |    0xBA       | 0.035987
 75 |    0xF1       | 0.035767
 76 |    0x43       | 0.035601
 77 |    0x1A       | 0.035549
 78 |    0x80       | 0.035509
 79 |    0xCF       | 0.035359
 80 |    0x37       | 0.035307
 81 |    0xAC       | 0.035205
 82 |    0x4B       | 0.035089
 83 |    0x41       | 0.035057
 84 |    0x02       | 0.034977
 85 |    0x6C       | 0.034967
 86 |    0xAD       | 0.034724
 87 |    0x54       | 0.034720
 88 |    0xE5       | 0.034691
 89 |    0x32       | 0.034618
 90 |    0x08       | 0.034604
 91 |    0x13       | 0.034494
 92 |    0x2C       | 0.034230
 93 |    0xE6       | 0.034217
 94 |    0xE3       | 0.034189
 95 |    0x45       | 0.034187
 96 |    0xBD       | 0.033904
 97 |    0xBB       | 0.033881
 98 |    0x93       | 0.033865
 99 |    0x1E       | 0.033701
100 |    0xDE       | 0.033691
101 |    0xA6       | 0.033631
102 |    0x06       | 0.033376
103 |    0x1D       | 0.033321
104 |    0x20       | 0.033295
105 |    0xD9       | 0.033281
106 |    0x86       | 0.033191
107 |    0x74       | 0.032705
108 |    0x3D       | 0.032641
109 |    0x6A       | 0.032495
110 |    0x33       | 0.032139
111 |    0x34       | 0.032092
112 |    0x8F       | 0.032076
113 |    0xC6       | 0.032041
114 |    0x46       | 0.031940
115 |    0x5D       | 0.031825
116 |    0x95       | 0.031616
117 |    0x71       | 0.031611
118 |    0x03       | 0.031458
119 |    0x04       | 0.031455
120 |    0x5E       | 0.031383
121 |    0x25       | 0.031319
122 |    0x3B       | 0.031289
123 |    0xF4       | 0.031278
124 |    0x52       | 0.031010
125 |    0x56       | 0.030972
126 |    0xCE       | 0.030840
127 |    0xEB       | 0.030812
128 |    0x51       | 0.030643
129 |    0x57       | 0.030639
130 |    0x99       | 0.030625
131 |    0x72       | 0.030623
132 |    0xED       | 0.030281
133 |    0xCA       | 0.030158
134 |    0xA5       | 0.030130
135 |    0xEE       | 0.030053
136 |    0xCC       | 0.029978
137 |    0x97       | 0.029946
138 |    0x11       | 0.029936
139 |    0x64       | 0.029886
140 |    0xB6       | 0.029738
141 |    0x3C       | 0.029614
142 |    0x2E       | 0.029595
143 |    0xF3       | 0.029570
144 |    0x0A       | 0.029457
145 |    0x89       | 0.029430
146 |    0x19       | 0.029370
147 |    0x2F       | 0.029191
148 |    0xA2       | 0.029187
149 |    0x6D       | 0.029089
150 |    0x78       | 0.028966
151 |    0x50       | 0.028944
152 |    0x1F       | 0.028739
153 |    0x24       | 0.028579
154 |    0x7F       | 0.028558
155 |    0x7A       | 0.028472
156 |    0x91       | 0.028427
157 |    0xD0       | 0.028338
158 |    0x92       | 0.028337
159 |    0xC3       | 0.028134
160 |    0xE4       | 0.028061
161 |    0xE8       | 0.027906
162 |    0xB2       | 0.027844
163 |    0xDF       | 0.027820
164 |    0x69       | 0.027750
165 |    0xDD       | 0.027737
166 |    0x7D       | 0.027636
167 |    0xA0       | 0.027557
168 |    0xF6       | 0.027464
169 |    0x31       | 0.027445
170 |    0xEA       | 0.027388
171 |    0xB3       | 0.027308
172 |    0x29       | 0.027282
173 |    0x9B       | 0.027074
174 |    0xF2       | 0.026937
175 |    0x94       | 0.026839
176 |    0x84       | 0.026824
177 |    0x21       | 0.026794
178 |    0x1B       | 0.026714
179 |    0x83       | 0.026713
180 |    0xD2       | 0.026536
181 |    0x66       | 0.026033
182 |    0x4F       | 0.025957
183 |    0xBE       | 0.025950
184 |    0x05       | 0.025858
185 |    0x2B       | 0.025840
186 |    0x5C       | 0.025803
187 |    0xFB       | 0.025792
188 |    0x4C       | 0.025314
189 |    0x0F       | 0.025311
190 |    0xF7       | 0.025235
191 |    0xC1       | 0.025231
192 |    0xC7       | 0.025141
193 |    0x76       | 0.025068
194 |    0x5B       | 0.024985
195 |    0x75       | 0.024875
196 |    0xDA       | 0.024792
197 |    0xCD       | 0.024639
198 |    0x00       | 0.024386
199 |    0xEF       | 0.024183
200 |    0xAF       | 0.024092
201 |    0x3E       | 0.023967
202 |    0x30       | 0.023845
203 |    0x39       | 0.023845
204 |    0xAB       | 0.023718
205 |    0x35       | 0.023514
206 |    0xF9       | 0.023485
207 |    0x82       | 0.023448
208 |    0xB9       | 0.023322
209 |    0x3A       | 0.023301
210 |    0xBF       | 0.023176
211 |    0xA3       | 0.022941
212 |    0xB0       | 0.022857
213 |    0xA4       | 0.022831
214 |    0xA1       | 0.022776
215 |    0x4D       | 0.022669
216 |    0x18       | 0.022585
217 |    0xFF       | 0.022447
218 |    0xC5       | 0.021879
219 |    0x07       | 0.021776
220 |    0x28       | 0.021668
221 |    0xF0       | 0.021591
222 |    0xE9       | 0.021429
223 |    0x85       | 0.021380
224 |    0xE0       | 0.021335
225 |    0xB1       | 0.021206
226 |    0xD6       | 0.021051
227 |    0x6F       | 0.021009
228 |    0x01       | 0.020884
229 |    0x4E       | 0.020465
230 |    0x44       | 0.020455
231 |    0x15       | 0.020325
232 |    0x58       | 0.020288
233 |    0xC2       | 0.020184
234 |    0xA7       | 0.020163
235 |    0x09       | 0.020097
236 |    0x8E       | 0.019965
237 |    0x5F       | 0.019868
238 |    0x17       | 0.019493
239 |    0x2A       | 0.018964
240 |    0x68       | 0.018830
241 |    0x53       | 0.018505
242 |    0xA9       | 0.018413
243 |    0x6E       | 0.017499
244 |    0x0C       | 0.017198
245 |    0xAE       | 0.017120
246 |    0xB7       | 0.017111
247 |    0x38       | 0.016781
248 |    0x2D       | 0.016551
249 |    0x7E       | 0.016299
250 |    0xAA       | 0.015902
251 |    0xD4       | 0.015565
252 |    0xD7       | 0.015366
253 |    0x87       | 0.015323
254 |    0xD3       | 0.013781
255 |    0x7B       | 0.012727
256 |    0x4A       | 0.010529
