Rank | Key Guess (Hex) | Correlation
145 |    0xB9       | 0.031691
146 |    0xC9       | 0.031555
147 |    0x6E       | 0.031551
148 |    0x26       | 0.031399
149 |    0x11       | 0.031056
150 |    0xAD       | 0.030984
151 |    0x4E       | 0.030983
152 |    0x2F       | 0.030962
153 |    0x7F       | 0.030952
154 |    0xF6       | 0.030852
155 |    0x07       | 0.030793
156 |    0xC7       | 0.030787
157 |    0x49       | 0.030609
158 |    0x4B       | 0.030411
159 |    0x90       | 0.030380
160 |    0x96       | 0.030366
161 |    0x9B       | 0.030334
162 |    0x64       | 0.030304
163 |    0xFB       | 0.030125
164 |    0x97       | 0.029966
165 |    0xAF       | 0.029775
166 |    0x5A       | 0.029578
167 |    0xE2       | 0.029363
168 |    0x09       | 0.029229
169 |    0x41       | 0.029174
170 |    0x8F       | 0.029006
171 |    0x57       | 0.028907
172 |    0x6B       | 0.028874
173 |    0x06       | 0.028703
174 |    0xB3       | 0.028690
175 |    0xFD       | 0.028321
176 |    0x85       | 0.028161
177 |    0x68       | 0.027950
178 |    0x4F       | 0.027847
179 |    0x18       | 0.027815
180 |    0xE4       | 0.027726
181 |    0xEA       | 0.027604
182 |    0xCF       | 0.027588
183 |    0xE3       | 0.027563
184 |    0xB1       | 0.027537
185 |    0xC4       | 0.027426
186 |    0xC5       | 0.027218
187 |    0x46       | 0.027170
188 |    0x8B       | 0.026723
189 |    0x81       | 0.026609
190 |    0xB4       | 0.026582
191 |    0x5F       | 0.026493
192 |    0xD2       | 0.026364
193 |    0xA4       | 0.026221
194 |    0x56       | 0.026217
195 |    0x13       | 0.026183
196 |    0x3C       | 0.026159
197 |    0xD0       | 0.025937
198 |    0xF3       | 0.025874
199 |    0x2E       | 0.025410
200 |    0xEB       | 0.025249
201 |    0x14       | 0.025238
202 |    0x12       | 0.025209
203 |    0x1C       | 0.025029
204 |    0x04       | 0.024715
205 |    0x15       | 0.024685
206 |    0x4C       | 0.024439
207 |    0x38       | 0.024305
208 |    0x20       | 0.024277
209 |    0x92       | 0.024180
210 |    0x55       | 0.024174
211 |    0x1F       | 0.024111
212 |    0xE9       | 0.024031
213 |    0xCB       | 0.024020
214 |    0x39       | 0.023783
215 |    0xC3       | 0.023531
216 |    0x2D       | 0.023430
217 |    0xE8       | 0.023188
218 |    0xCD       | 0.023074
219 |    0x61       | 0.022716
220 |    0xED       | 0.022396
221 |    0x5D       | 0.022099
222 |    0xA8       | 0.022090
223 |    0x37       | 0.022056
224 |    0x7C       | 0.021842
225 |    0x51       | 0.021805
226 |    0xA1       | 0.021764
227 |    0xC2       | 0.021466
228 |    0x83       | 0.021008
229 |    0xC0       | 0.020956
230 |    0xF5       | 0.020871
231 |    0x0D       | 0.020820
232 |    0x0C       | 0.020676
233 |    0xB2       | 0.020566
234 |    0xEF       | 0.020218
235 |    0x80       | 0.020074
236 |    0x2B       | 0.019947
237 |    0x29       | 0.019945
238 |    0x34       | 0.019930
239 |    0xFA       | 0.019651
240 |    0x6D       | 0.019401
241 |    0x3F       | 0.019379
242 |    0xD5       | 0.018987
243 |    0x7A       | 0.018859
244 |    0x93       | 0.018730
245 |    0x78       | 0.018693
246 |    0x53       | 0.018444
247 |    0xA5       | 0.018296
248 |    0x0B       | 0.018137
249 |    0xB5       | 0.018073
250 |    0xF2       | 0.017833
251 |    0xEE       | 0.016837
252 |    0x44       | 0.016636
253 |    0x17       | 0.016543
254 |    0x48       | 0.016257
255 |    0xD7       | 0.014297
256 |    0xC6       | 0.014285
