Rank | Key Guess (Hex) | Correlation
163 |    0x0D       | 0.027686
164 |    0xCF       | 0.027581
165 |    0xD2       | 0.027465
166 |    0x7C       | 0.027448
167 |    0xBF       | 0.027353
168 |    0x55       | 0.027347
169 |    0xE2       | 0.027314
170 |    0x8F       | 0.027238
171 |    0x0A       | 0.027079
172 |    0x5A       | 0.026981
173 |    0x2A       | 0.026889
174 |    0xD5       | 0.026707
175 |    0x11       | 0.026473
176 |    0x81       | 0.026370
177 |    0x2F       | 0.026340
178 |    0x34       | 0.026243
179 |    0x4B       | 0.026241
180 |    0xAF       | 0.026070
181 |    0x4C       | 0.026035
182 |    0xB9       | 0.025985
183 |    0xE9       | 0.025932
184 |    0xE4       | 0.025889
185 |    0xFD       | 0.025835
186 |    0xE7       | 0.025774
187 |    0xA7       | 0.025751
188 |    0x40       | 0.025518
189 |    0xB0       | 0.025273
190 |    0x12       | 0.025232
191 |    0x03       | 0.025146
192 |    0x86       | 0.024682
193 |    0x72       | 0.024473
194 |    0x5D       | 0.024397
195 |    0xDB       | 0.024312
196 |    0x97       | 0.024165
197 |    0xEB       | 0.024038
198 |    0x05       | 0.024010
199 |    0x47       | 0.023936
200 |    0x3D       | 0.023883
201 |    0xBE       | 0.023788
202 |    0x20       | 0.023749
203 |    0xA1       | 0.023647
204 |    0x56       | 0.023521
205 |    0x3E       | 0.023511
206 |    0x4E       | 0.023468
207 |    0x0B       | 0.023431
208 |    0xC6       | 0.023420
209 |    0x09       | 0.023184
210 |    0x2D       | 0.023144
211 |    0xC4       | 0.023090
212 |    0xFA       | 0.022848
213 |    0xCA       | 0.022229
214 |    0x29       | 0.022201
215 |    0xF5       | 0.022126
216 |    0x77       | 0.022093
217 |    0x35       | 0.021923
218 |    0x08       | 0.021910
219 |    0xDE       | 0.021897
220 |    0x16       | 0.021787
221 |    0xB7       | 0.021700
222 |    0xD3       | 0.021670
223 |    0xE6       | 0.021533
224 |    0x8A       | 0.021464
225 |    0x7E       | 0.020984
226 |    0x58       | 0.020558
227 |    0x02       | 0.020369
228 |    0x66       | 0.020156
229 |    0xDF       | 0.020111
230 |    0x69       | 0.019975
231 |    0x28       | 0.019948
232 |    0x06       | 0.019926
233 |    0xBD       | 0.019845
234 |    0x79       | 0.019759
235 |    0xD0       | 0.019573
236 |    0xED       | 0.019488
237 |    0xF1       | 0.019352
238 |    0x10       | 0.018993
239 |    0x50       | 0.018697
240 |    0x51       | 0.018472
241 |    0xB3       | 0.018432
242 |    0x7F       | 0.018146
243 |    0xF2       | 0.017828
244 |    0x65       | 0.017727
245 |    0xDD       | 0.017662
246 |    0x5E       | 0.017643
247 |    0x54       | 0.016988
248 |    0x80       | 0.016181
249 |    0x95       | 0.015645
250 |    0x93       | 0.015219
251 |    0x3F       | 0.015015
252 |    0x70       | 0.014800
253 |    0xD4       | 0.014753
254 |    0xB6       | 0.014460
255 |    0x83       | 0.013937
256 |    0x7D       | 0.013381
