Rank | Key Guess (Hex) | Correlation
106 |    0xC1       | 0.032652
107 |    0xBB       | 0.032592
108 |    0x8E       | 0.032549
109 |    0x69       | 0.032540
110 |    0x42       | 0.032469
111 |    0x9B       | 0.032423
112 |    0x7C       | 0.032393
113 |    0xEA       | 0.032272
114 |    0x1A       | 0.032160
115 |    0xF7       | 0.032146
116 |    0x7F       | 0.032095
117 |    0x7B       | 0.031783
118 |    0x52       | 0.031723
119 |    0x53       | 0.031593
120 |    0xA0       | 0.031589
121 |    0x31       | 0.031500
122 |    0x76       | 0.031473
123 |    0x55       | 0.031450
124 |    0x2D       | 0.031315
125 |    0x15       | 0.031290
126 |    0x97       | 0.031284
127 |    0x63       | 0.031270
128 |    0xB4       | 0.031243
129 |    0x28       | 0.031238
130 |    0x0B       | 0.031216
131 |    0xDE       | 0.030853
132 |    0xF4       | 0.030826
133 |    0xA6       | 0.030212
134 |    0x4F       | 0.030110
135 |    0xF8       | 0.030052
136 |    0xC6       | 0.029992
137 |    0x96       | 0.029935
138 |    0x12       | 0.029772
139 |    0xCE       | 0.029761
140 |    0x6C       | 0.029708
141 |    0xD9       | 0.029606
142 |    0x3B       | 0.029580
143 |    0xFC       | 0.029558
144 |    0x92       | 0.029545
145 |    0x1D       | 0.029345
146 |    0x2F       | 0.029322
147 |    0x19       | 0.029215
148 |    0xE8       | 0.029176
149 |    0xED       | 0.029051
150 |    0x7D       | 0.028928
151 |    0x88       | 0.028862
152 |    0xFE       | 0.028681
153 |    0xE2       | 0.028639
154 |    0x07       | 0.028634
155 |    0x0A       | 0.028501
156 |    0x51       | 0.028453
157 |    0xC3       | 0.028303
158 |    0xA1       | 0.028270
159 |    0xF1       | 0.028262
160 |    0xCC       | 0.028153
161 |    0xA4       | 0.028018
162 |    0x3A       | 0.027826
163 |    0x4C       | 0.027724
164 |    0xD2       | 0.027625
165 |    0xA7       | 0.027596
166 |    0x06       | 0.027537
167 |    0x4A       | 0.027427
168 |    0xDF       | 0.027371
169 |    0xC2       | 0.027190
170 |    0x38       | 0.027171
171 |    0x17       | 0.027122
172 |    0x44       | 0.026917
173 |    0x60       | 0.026873
174 |    0xC5       | 0.026869
175 |    0x94       | 0.026676
176 |    0x3C       | 0.026628
177 |    0xB5       | 0.026500
178 |    0x25       | 0.026400
179 |    0xE1       | 0.026324
180 |    0x09       | 0.026188
181 |    0x30       | 0.026177
182 |    0xE3       | 0.026064
183 |    0xB3       | 0.025948
184 |    0xD3       | 0.025915
185 |    0x14       | 0.025841
186 |    0x4B       | 0.025747
187 |    0x50       | 0.025682
188 |    0xEE       | 0.025671
189 |    0x8B       | 0.025644
190 |    0x81       | 0.025579
191 |    0x08       | 0.025517
192 |    0x1E       | 0.025294
193 |    0x5A       | 0.025234
194 |    0x20       | 0.025167
195 |    0x40       | 0.025028
196 |    0x7E       | 0.025024
197 |    0xC4       | 0.024935
198 |    0x46       | 0.024736
199 |    0x10       | 0.024653
200 |    0x11       | 0.024532
201 |    0xD6       | 0.024504
202 |    0xA9       | 0.024492
203 |    0xAE       | 0.024430
204 |    0xEB       | 0.024428
205 |    0x5E       | 0.024428
206 |    0x32       | 0.024327
207 |    0x01       | 0.024292
208 |    0x04       | 0.024278
209 |    0x49       | 0.024191
210 |    0x91       | 0.023907
211 |    0x87       | 0.023855
212 |    0x35       | 0.023813
213 |    0x00       | 0.023799
214 |    0xCB       | 0.023780
215 |    0xEF       | 0.023697
216 |    0x5B       | 0.023682
217 |    0xA8       | 0.023660
218 |    0x27       | 0.023588
219 |    0x2C       | 0.023143
220 |    0xF0       | 0.022716
221 |    0x0D       | 0.022672
222 |    0x93       | 0.022588
223 |    0xFD       | 0.022350
224 |    0x59       | 0.022252
225 |    0xE9       | 0.021963
226 |    0x57       | 0.021877
227 |    0x84       | 0.021834
228 |    0x54       | 0.021693
229 |    0x34       | 0.021536
230 |    0xD7       | 0.021441
231 |    0x6D       | 0.021166
232 |    0x86       | 0.020737
233 |    0x83       | 0.020650
234 |    0x75       | 0.020384
235 |    0xE0       | 0.020242
236 |    0x24       | 0.019778
237 |    0xAB       | 0.019696
238 |    0x9A       | 0.019684
239 |    0x0E       | 0.019629
240 |    0x1F       | 0.019596
241 |    0x7A       | 0.019481
242 |    0xB2       | 0.019288
243 |    0x0F       | 0.019236
244 |    0x6E       | 0.019215
245 |    0x3F       | 0.018983
246 |    0x5D       | 0.018808
247 |    0xD5       | 0.018565
248 |    0x58       | 0.018526
249 |    0x2E       | 0.017181
250 |    0x1B       | 0.017043
251 |    0xB1       | 0.016355
252 |    0xBF       | 0.016301
253 |    0xFB       | 0.015808
254 |    0xCF       | 0.015772
255 |    0xFA       | 0.015323
256 |    0xF5       | 0.015245
