Rank | Key Guess (Hex) | Correlation
 80 |    0x45       | 0.036421
 81 |    0x1F       | 0.036414
 82 |    0xA0       | 0.035982
 83 |    0x90       | 0.035964
 84 |    0x51       | 0.035727
 85 |    0x87       | 0.035495
 86 |    0x27       | 0.035383
 87 |    0x44       | 0.035328
 88 |    0x34       | 0.035289
 89 |    0xD8       | 0.035126
 90 |    0xE7       | 0.035111
 91 |    0x74       | 0.035107
 92 |    0x85       | 0.035076
 93 |    0x02       | 0.034971
 94 |    0xFD       | 0.034915
 95 |    0x63       | 0.034854
 96 |    0x2C       | 0.034809
 97 |    0xC0       | 0.034807
 98 |    0xBE       | 0.034507
 99 |    0x0E       | 0.034416
100 |    0xA7       | 0.034369
101 |    0x48       | 0.034282
102 |    0x12       | 0.034228
103 |    0x66       | 0.034113
104 |    0x25       | 0.034053
105 |    0xCD       | 0.034051
106 |    0x11       | 0.033992
107 |    0x36       | 0.033649
108 |    0x3D       | 0.033618
109 |    0x07       | 0.033484
110 |    0x3B       | 0.033469
111 |    0xCC       | 0.033389
112 |    0x7A       | 0.033387
113 |    0x05       | 0.033074
114 |    0xBF       | 0.033003
115 |    0x86       | 0.032905
116 |    0xA6       | 0.032636
117 |    0xC6       | 0.032599
118 |    0x28       | 0.032587
119 |    0x13       | 0.032541
120 |    0x4B       | 0.032479
121 |    0x78       | 0.032443
122 |    0x8F       | 0.032263
123 |    0xDB       | 0.032106
124 |    0xCA       | 0.032094
125 |    0x29       | 0.031908
126 |    0xB4       | 0.031717
127 |    0x61       | 0.031477
128 |    0x8E       | 0.031177
129 |    0xB1       | 0.031014
130 |    0x5C       | 0.031000
131 |    0xFE       | 0.030834
132 |    0x47       | 0.030632
133 |    0x96       | 0.030595
134 |    0xE8       | 0.030555
135 |    0xE9       | 0.030530
136 |    0xA5       | 0.030478
137 |    0xC8       | 0.030411
138 |    0x30       | 0.030334
139 |    0x0D       | 0.030223
140 |    0xD5       | 0.030131
141 |    0x26       | 0.029851
142 |    0x1A       | 0.029692
143 |    0xFF       | 0.029574
144 |    0x3E       | 0.029161
145 |    0xF0       | 0.029133
146 |    0x24       | 0.029088
147 |    0x70       | 0.028950
148 |    0x3A       | 0.028829
149 |    0xA4       | 0.028819
150 |    0x57       | 0.028739
151 |    0x39       | 0.028716
152 |    0x9F       | 0.028537
153 |    0xA1       | 0.028386
154 |    0xD7       | 0.028251
155 |    0x0C       | 0.028205
156 |    0xEC       | 0.028151
157 |    0xF4       | 0.028077
158 |    0xC7       | 0.028067
159 |    0xDE       | 0.027922
160 |    0xA8       | 0.027883
161 |    0x55       | 0.027795
162 |    0x77       | 0.027776
163 |    0xC4       | 0.027475
164 |    0x2A       | 0.027453
165 |    0xEE       | 0.027439
166 |    0x9B       | 0.027392
167 |    0x97       | 0.027369
168 |    0x6A       | 0.027328
169 |    0x76       | 0.027327
170 |    0x6B       | 0.027194
171 |    0xCF       | 0.026997
172 |    0x94       | 0.026988
173 |    0x15       | 0.026987
174 |    0x17       | 0.026969
175 |    0xB5       | 0.026965
176 |    0x5B       | 0.026833
177 |    0x0F       | 0.026798
178 |    0x91       | 0.026769
179 |    0x06       | 0.026762
180 |    0xCB       | 0.026726
181 |    0xB0       | 0.026696
182 |    0xD1       | 0.026663
183 |    0x7C       | 0.026626
184 |    0x7D       | 0.026279
185 |    0xDD       | 0.026207
186 |    0x4E       | 0.026199
187 |    0xA3       | 0.026086
188 |    0xBB       | 0.025885
189 |    0x1B       | 0.025762
190 |    0x16       | 0.025634
191 |    0x69       | 0.025511
192 |    0x37       | 0.025367
193 |    0x80       | 0.025238
194 |    0xED       | 0.025202
195 |    0xAE       | 0.025067
196 |    0x59       | 0.025054
197 |    0x6D       | 0.025013
198 |    0x7F       | 0.024997
199 |    0x92       | 0.024923
200 |    0xB3       | 0.024525
201 |    0xA9       | 0.024405
202 |    0x5E       | 0.024280
203 |    0xF6       | 0.024159
204 |    0xEA       | 0.024048
205 |    0xB9       | 0.024047
206 |    0x03       | 0.024028
207 |    0xAB       | 0.023993
208 |    0xDF       | 0.023949
209 |    0xE1       | 0.023662
210 |    0xC9       | 0.023347
211 |    0xE2       | 0.023119
212 |    0x38       | 0.022964
213 |    0xC1       | 0.022930
214 |    0x2E       | 0.022903
215 |    0x82       | 0.022822
216 |    0xF2       | 0.022812
217 |    0x93       | 0.022742
218 |    0x3C       | 0.022723
219 |    0x8D       | 0.022672
220 |    0x8B       | 0.022357
221 |    0xAF       | 0.022024
222 |    0x7E       | 0.021776
223 |    0x46       | 0.021355
224 |    0xF5       | 0.021315
225 |    0xFB       | 0.021311
226 |    0x32       | 0.021166
227 |    0xC2       | 0.021036
228 |    0x21       | 0.021014
229 |    0x2B       | 0.020903
230 |    0x4C       | 0.020722
231 |    0x4F       | 0.020714
232 |    0x0A       | 0.020642
233 |    0x4D       | 0.020630
234 |    0xAA       | 0.020380
235 |    0xB6       | 0.020294
236 |    0x54       | 0.019705
237 |    0xF9       | 0.019604
238 |    0x72       | 0.019564
239 |    0xF7       | 0.019447
240 |    0x01       | 0.019177
241 |    0x20       | 0.019079
242 |    0x6C       | 0.018625
243 |    0xC5       | 0.018556
244 |    0x4A       | 0.018234
245 |    0x5A       | 0.017978
246 |    0x5D       | 0.017966
247 |    0xE4       | 0.017698
248 |    0xD3       | 0.017016
249 |    0x81       | 0.016878
250 |    0xDA       | 0.016852
251 |    0x08       | 0.016746
252 |    0x10       | 0.016701
253 |    0x79       | 0.015128
254 |    0x35       | 0.014332
255 |    0x31       | 0.012752
256 |    0xD4       | 0.012334
