Rank | Key Guess (Hex) | Correlation
 93 |    0x41       | 0.034868
 94 |    0xE5       | 0.034845
 95 |    0xFA       | 0.034831
 96 |    0xE4       | 0.034815
 97 |    0xB2       | 0.034748
 98 |    0x1F       | 0.034674
 99 |    0x6A       | 0.034532
100 |    0x22       | 0.034526
101 |    0xE0       | 0.034273
102 |    0x1D       | 0.034250
103 |    0x0A       | 0.034189
104 |    0xB4       | 0.034188
105 |    0xE8       | 0.034118
106 |    0x1C       | 0.033944
107 |    0xA2       | 0.033660
108 |    0xFB       | 0.033516
109 |    0x5E       | 0.033491
110 |    0xEA       | 0.033464
111 |    0xE2       | 0.033351
112 |    0x75       | 0.033299
113 |    0xF3       | 0.033274
114 |    0xBF       | 0.033253
115 |    0xA1       | 0.033123
116 |    0x71       | 0.033007
117 |    0x55       | 0.032998
118 |    0x04       | 0.032959
119 |    0xFD       | 0.032914
120 |    0x2F       | 0.032910
121 |    0x4F       | 0.032879
122 |    0x81       | 0.032813
123 |    0xA0       | 0.032726
124 |    0x8A       | 0.032690
125 |    0x28       | 0.032646
126 |    0x97       | 0.032589
127 |    0x26       | 0.032410
128 |    0xAC       | 0.032221
129 |    0x96       | 0.032111
130 |    0xD4       | 0.032014
131 |    0x48       | 0.031976
132 |    0x19       | 0.031876
133 |    0xF7       | 0.031818
134 |    0xFE       | 0.031610
135 |    0x7F       | 0.031607
136 |    0x29       | 0.031602
137 |    0xDE       | 0.031577
138 |    0x6F       | 0.031462
139 |    0x37       | 0.031250
140 |    0x8E       | 0.031071
141 |    0x58       | 0.031061
142 |    0x60       | 0.031052
143 |    0xBA       | 0.030934
144 |    0x84       | 0.030875
145 |    0x2B       | 0.030592
146 |    0x52       | 0.030472
147 |    0xA4       | 0.030455
148 |    0xFC       | 0.030315
149 |    0xEF       | 0.030184
150 |    0xE3       | 0.030087
151 |    0xBD       | 0.030043
152 |    0xB6       | 0.029752
153 |    0x21       | 0.029744
154 |    0xDB       | 0.029599
155 |    0xE7       | 0.029581
156 |    0xF0       | 0.029455
157 |    0xAB       | 0.029413
158 |    0xEE       | 0.029346
159 |    0x18       | 0.029283
160 |    0xF9       | 0.029205
161 |    0x1B       | 0.029041
162 |    0xD1       | 0.029019
163 |    0xDF       | 0.028910
164 |    0x5F       | 0.028888
165 |    0x12       | 0.028632
166 |    0x53       | 0.028619
167 |    0xD2       | 0.028617
168 |    0x7D       | 0.028590
169 |    0xA5       | 0.028495
170 |    0x32       | 0.028494
171 |    0xD6       | 0.028436
172 |    0xC3       | 0.028421
173 |    0xA9       | 0.028383
174 |    0xB7       | 0.027870
175 |    0x2D       | 0.027862
176 |    0x10       | 0.027645
177 |    0x7B       | 0.027500
178 |    0x78       | 0.027487
179 |    0x57       | 0.027480
180 |    0x13       | 0.027405
181 |    0x5B       | 0.027395
182 |    0x1E       | 0.027359
183 |    0x4B       | 0.027351
184 |    0xA6       | 0.027331
185 |    0x3F       | 0.027224
186 |    0xC6       | 0.026973
187 |    0x46       | 0.026806
188 |    0x38       | 0.026802
189 |    0x0D       | 0.026712
190 |    0xB1       | 0.026680
191 |    0x5C       | 0.026676
192 |    0xB5       | 0.026507
193 |    0x27       | 0.026507
194 |    0xCC       | 0.026437
195 |    0x3C       | 0.026372
196 |    0x49       | 0.026182
197 |    0x56       | 0.026106
198 |    0x7A       | 0.025879
199 |    0x2C       | 0.025862
200 |    0x40       | 0.025836
201 |    0xC4       | 0.025819
202 |    0x4D       | 0.025758
203 |    0x91       | 0.025624
204 |    0x3E       | 0.025566
205 |    0x05       | 0.025546
206 |    0xB9       | 0.025378
207 |    0x16       | 0.025195
208 |    0x93       | 0.025088
209 |    0x5A       | 0.025060
210 |    0x86       | 0.024878
211 |    0x85       | 0.024735
212 |    0x7C       | 0.024616
213 |    0xF2       | 0.024544
214 |    0x6C       | 0.024505
215 |    0xC1       | 0.024498
216 |    0x4E       | 0.024414
217 |    0x0B       | 0.024221
218 |    0xED       | 0.024141
219 |    0xF1       | 0.024093
220 |    0x64       | 0.024082
221 |    0xC5       | 0.023965
222 |    0xA7       | 0.023779
223 |    0x31       | 0.023709
224 |    0xB0       | 0.023622
225 |    0xF5       | 0.023459
226 |    0xC7       | 0.023446
227 |    0x89       | 0.023397
228 |    0x08       | 0.023386
229 |    0x01       | 0.022654
230 |    0xD3       | 0.022403
231 |    0x39       | 0.022309
232 |    0xC8       | 0.022294
233 |    0x51       | 0.022165
234 |    0xCE       | 0.022002
235 |    0x00       | 0.021946
236 |    0x24       | 0.021926
237 |    0x68       | 0.021876
238 |    0xF8       | 0.021478
239 |    0x34       | 0.021060
240 |    0x80       | 0.020573
241 |    0x3B       | 0.020475
242 |    0x90       | 0.020467
243 |    0x8B       | 0.020357
244 |    0xC2       | 0.020114
245 |    0xB3       | 0.019899
246 |    0x95       | 0.019451
247 |    0xAF       | 0.019389
248 |    0x36       | 0.019381
249 |    0x09       | 0.019001
250 |    0xE6       | 0.018778
251 |    0x54       | 0.018733
252 |    0xC9       | 0.018167
253 |    0xAE       | 0.017259
254 |    0x44       | 0.016900
255 |    0xFF       | 0.016637
256 |    0xD7       | 0.013758
