Rank | Key Guess (Hex) | Correlation
 87 |    0x7E       | 0.034904
 88 |    0x85       | 0.034747
 89 |    0x38       | 0.034711
 90 |    0x5D       | 0.034540
 91 |    0xA6       | 0.034443
 92 |    0x8A       | 0.034313
 93 |    0xBC       | 0.034194
 94 |    0x7B       | 0.034178
 95 |    0xE2       | 0.034155
 96 |    0xB6       | 0.034064
 97 |    0xF5       | 0.034048
 98 |    0xA1       | 0.034040
 99 |    0x13       | 0.033848
100 |    0xCE       | 0.033670
101 |    0xCF       | 0.033559
102 |    0x0E       | 0.033509
103 |    0xE9       | 0.033462
104 |    0xCD       | 0.033345
105 |    0x06       | 0.033308
106 |    0xAA       | 0.033156
107 |    0x3B       | 0.032821
108 |    0x58       | 0.032795
109 |    0x68       | 0.032780
110 |    0x27       | 0.032714
111 |    0x82       | 0.032592
112 |    0x2A       | 0.032540
113 |    0x72       | 0.032508
114 |    0x33       | 0.032413
115 |    0x4F       | 0.032213
116 |    0x32       | 0.032050
117 |    0x95       | 0.032048
118 |    0xBF       | 0.031999
119 |    0xA9       | 0.031935
120 |    0x90       | 0.031926
121 |    0x8D       | 0.031403
122 |    0x24       | 0.031370
123 |    0x63       | 0.031209
124 |    0xB9       | 0.031203
125 |    0x49       | 0.030967
126 |    0xFA       | 0.030917
127 |    0xCB       | 0.030822
128 |    0x1D       | 0.030649
129 |    0xC0       | 0.030514
130 |    0xE6       | 0.030345
131 |    0x30       | 0.030094
132 |    0x96       | 0.029901
133 |    0x86       | 0.029863
134 |    0x93       | 0.029847
135 |    0x9B       | 0.029844
136 |    0x87       | 0.029827
137 |    0xC6       | 0.029806
138 |    0x14       | 0.029652
139 |    0x29       | 0.029384
140 |    0x3E       | 0.029375
141 |    0x99       | 0.029227
142 |    0x92       | 0.029195
143 |    0x35       | 0.029162
144 |    0x4A       | 0.029098
145 |    0x4C       | 0.029018
146 |    0xC7       | 0.029017
147 |    0x97       | 0.028990
148 |    0xD9       | 0.028938
149 |    0xBB       | 0.028717
150 |    0x52       | 0.028645
151 |    0x5E       | 0.028608
152 |    0xD6       | 0.028554
153 |    0x36       | 0.028294
154 |    0x0D       | 0.028256
155 |    0xF1       | 0.028126
156 |    0xD4       | 0.028053
157 |    0xDC       | 0.027986
158 |    0x2F       | 0.027963
159 |    0xED       | 0.027959
160 |    0x78       | 0.027906
161 |    0xF0       | 0.027855
162 |    0x19       | 0.027847
163 |    0xC3       | 0.027737
164 |    0x94       | 0.027735
165 |    0x37       | 0.027616
166 |    0x1F       | 0.027513
167 |    0x70       | 0.027290
168 |    0xEA       | 0.027177
169 |    0x51       | 0.027115
170 |    0xC4       | 0.027109
171 |    0x6D       | 0.027084
172 |    0x80       | 0.026892
173 |    0xB5       | 0.026855
174 |    0x74       | 0.026754
175 |    0x65       | 0.026667
176 |    0x6C       | 0.026595
177 |    0x4B       | 0.026425
178 |    0xB4       | 0.026313
179 |    0xDA       | 0.026292
180 |    0xA0       | 0.026286
181 |    0xB2       | 0.025982
182 |    0x55       | 0.025893
183 |    0x9F       | 0.025881
184 |    0x0A       | 0.025781
185 |    0x79       | 0.025768
186 |    0x1C       | 0.025759
187 |    0x26       | 0.025733
188 |    0x3D       | 0.025701
189 |    0xF4       | 0.025488
190 |    0xD1       | 0.025253
191 |    0xA7       | 0.025227
192 |    0x7F       | 0.025214
193 |    0x44       | 0.025112
194 |    0x9C       | 0.025005
195 |    0x3A       | 0.025000
196 |    0xFE       | 0.024929
197 |    0x39       | 0.024892
198 |    0xE8       | 0.024787
199 |    0xC8       | 0.024757
200 |    0x4E       | 0.024664
201 |    0xF7       | 0.024641
202 |    0xF6       | 0.024617
203 |    0x88       | 0.024593
204 |    0xDB       | 0.024346
205 |    0x6E       | 0.024325
206 |    0x20       | 0.024111
207 |    0xCA       | 0.024051
208 |    0xFB       | 0.023875
209 |    0x1A       | 0.023713
210 |    0x59       | 0.023706
211 |    0xAC       | 0.023679
212 |    0x61       | 0.023439
213 |    0xB3       | 0.023397
214 |    0xC2       | 0.023285
215 |    0x07       | 0.023094
216 |    0xFC       | 0.023058
217 |    0x03       | 0.022723
218 |    0xDF       | 0.022554
219 |    0x2C       | 0.022546
220 |    0x34       | 0.022380
221 |    0x2E       | 0.022162
222 |    0xF2       | 0.022151
223 |    0x05       | 0.022033
224 |    0x02       | 0.021792
225 |    0x5A       | 0.021699
226 |    0x12       | 0.021414
227 |    0x89       | 0.021364
228 |    0xD2       | 0.021163
229 |    0x7C       | 0.021118
230 |    0xE5       | 0.021047
231 |    0xA8       | 0.021006
232 |    0x7D       | 0.020833
233 |    0x47       | 0.020300
234 |    0x6A       | 0.019708
235 |    0xC5       | 0.019706
236 |    0x00       | 0.019471
237 |    0x48       | 0.019336
238 |    0xA5       | 0.019142
239 |    0x71       | 0.019104
240 |    0x8B       | 0.018770
241 |    0xEE       | 0.018593
242 |    0x75       | 0.018054
243 |    0x10       | 0.018028
244 |    0x1B       | 0.017987
245 |    0x5F       | 0.017980
246 |    0x28       | 0.017619
247 |    0x3F       | 0.017331
248 |    0x4D       | 0.017227
249 |    0x0F       | 0.017208
250 |    0xA4       | 0.016915
251 |    0x69       | 0.016909
252 |    0x04       | 0.016463
253 |    0xD5       | 0.016185
254 |    0x40       | 0.013084
255 |    0xB1       | 0.011152
256 |    0x0B       | 0.010742
