Rank | Key Guess (Hex) | Correlation
 80 |    0x00       | 0.038971
 81 |    0xE3       | 0.038918
 82 |    0x0D       | 0.038695
 83 |    0xD0       | 0.038392
 84 |    0xC5       | 0.038341
 85 |    0x33       | 0.038313
 86 |    0x1E       | 0.038311
 87 |    0xCC       | 0.038245
 88 |    0x4E       | 0.037665
 89 |    0x11       | 0.037664
 90 |    0x72       | 0.037653
 91 |    0x8D       | 0.037546
 92 |    0xF3       | 0.037342
 93 |    0x1D       | 0.037157
 94 |    0xB7       | 0.036958
 95 |    0xD4       | 0.036902
 96 |    0xAD       | 0.036898
 97 |    0xB6       | 0.036887
 98 |    0x05       | 0.036857
 99 |    0x91       | 0.036740
100 |    0x54       | 0.036436
101 |    0xC4       | 0.036326
102 |    0xAA       | 0.036145
103 |    0xAC       | 0.036005
104 |    0xB8       | 0.035954
105 |    0xB5       | 0.035886
106 |    0xC0       | 0.035832
107 |    0x24       | 0.035787
108 |    0xEB       | 0.035622
109 |    0x2C       | 0.035477
110 |    0xDA       | 0.035215
111 |    0x1C       | 0.035148
112 |    0x70       | 0.035091
113 |    0xED       | 0.034912
114 |    0x3D       | 0.034902
115 |    0xF9       | 0.034889
116 |    0xE0       | 0.034848
117 |    0xBA       | 0.034788
118 |    0x6E       | 0.034683
119 |    0x29       | 0.034348
120 |    0x53       | 0.034222
121 |    0x46       | 0.034156
122 |    0x3E       | 0.034085
123 |    0xA7       | 0.034042
124 |    0x13       | 0.033907
125 |    0xA3       | 0.033820
126 |    0xD5       | 0.033678
127 |    0xC1       | 0.033379
128 |    0x5D       | 0.033379
129 |    0xFD       | 0.033320
130 |    0xE7       | 0.033291
131 |    0x20       | 0.033241
132 |    0xD8       | 0.033048
133 |    0x07       | 0.032722
134 |    0xB3       | 0.032692
135 |    0x30       | 0.032689
136 |    0xF6       | 0.032659
137 |    0xBE       | 0.032535
138 |    0xF8       | 0.032373
139 |    0x75       | 0.032369
140 |    0x1F       | 0.032276
141 |    0x16       | 0.032259
142 |    0x68       | 0.032160
143 |    0x59       | 0.032109
144 |    0xCA       | 0.032092
145 |    0x28       | 0.031842
146 |    0xF5       | 0.031708
147 |    0x7E       | 0.031592
148 |    0xB0       | 0.031570
149 |    0x9B       | 0.031519
150 |    0x77       | 0.031380
151 |    0x5E       | 0.031332
152 |    0xD3       | 0.031287
153 |    0x82       | 0.031118
154 |    0xFE       | 0.030920
155 |    0x7A       | 0.030919
156 |    0x01       | 0.030755
157 |    0xAB       | 0.030609
158 |    0xFC       | 0.030607
159 |    0xA1       | 0.030429
160 |    0x14       | 0.030324
161 |    0x2F       | 0.030301
162 |    0x8A       | 0.030113
163 |    0x89       | 0.030091
164 |    0xE1       | 0.030048
165 |    0x51       | 0.030022
166 |    0x2E       | 0.029926
167 |    0xFF       | 0.029916
168 |    0xA5       | 0.029912
169 |    0x3B       | 0.029782
170 |    0x78       | 0.029633
171 |    0x4D       | 0.029584
172 |    0x9A       | 0.029496
173 |    0x4B       | 0.029396
174 |    0x21       | 0.029343
175 |    0x95       | 0.029191
176 |    0x35       | 0.029104
177 |    0x99       | 0.029089
178 |    0xF0       | 0.028982
179 |    0x2D       | 0.028975
180 |    0x12       | 0.028967
181 |    0x44       | 0.028952
182 |    0x45       | 0.028874
183 |    0x3C       | 0.028704
184 |    0x6F       | 0.028532
185 |    0xB9       | 0.028408
186 |    0x0C       | 0.028345
187 |    0x08       | 0.028336
188 |    0x4F       | 0.027992
189 |    0xC6       | 0.027884
190 |    0x38       | 0.027856
191 |    0x69       | 0.027794
192 |    0xDF       | 0.027747
193 |    0x7C       | 0.027523
194 |    0x83       | 0.027502
195 |    0x4A       | 0.027416
196 |    0xE5       | 0.027164
197 |    0x41       | 0.027090
198 |    0x92       | 0.026797
199 |    0xA4       | 0.026703
200 |    0x10       | 0.026435
201 |    0x90       | 0.026396
202 |    0xDB       | 0.026212
203 |    0x7B       | 0.026206
204 |    0xAF       | 0.026133
205 |    0x52       | 0.026076
206 |    0x87       | 0.025914
207 |    0x80       | 0.025868
208 |    0x74       | 0.025839
209 |    0x18       | 0.025757
210 |    0x0E       | 0.025583
211 |    0x5B       | 0.025581
212 |    0xBF       | 0.025414
213 |    0x6C       | 0.025288
214 |    0xD2       | 0.025180
215 |    0x31       | 0.025119
216 |    0x7F       | 0.024864
217 |    0x56       | 0.024639
218 |    0xD1       | 0.024581
219 |    0xFB       | 0.024218
220 |    0x58       | 0.023927
221 |    0x0B       | 0.023729
222 |    0xE2       | 0.023717
223 |    0xC8       | 0.023465
224 |    0x26       | 0.023206
225 |    0xEF       | 0.023195
226 |    0xF4       | 0.022970
227 |    0x1B       | 0.022593
228 |    0x86       | 0.022578
229 |    0x55       | 0.022515
230 |    0xAE       | 0.022511
231 |    0x0F       | 0.022466
232 |    0x48       | 0.021990
233 |    0x3A       | 0.021971
234 |    0x34       | 0.021892
235 |    0xA9       | 0.021358
236 |    0xB2       | 0.021282
237 |    0xF2       | 0.021221
238 |    0x06       | 0.021204
239 |    0x19       | 0.021100
240 |    0xCF       | 0.021072
241 |    0x5C       | 0.020428
242 |    0x15       | 0.019842
243 |    0xE4       | 0.019802
244 |    0xC3       | 0.019523
245 |    0xA0       | 0.019263
246 |    0x22       | 0.018996
247 |    0xCB       | 0.018282
248 |    0x0A       | 0.018172
249 |    0xB1       | 0.017742
250 |    0x17       | 0.017447
251 |    0xE9       | 0.017337
252 |    0x39       | 0.017141
253 |    0x40       | 0.016880
254 |    0x8B       | 0.016688
255 |    0x3F       | 0.016384
256 |    0x93       | 0.012561
