Rank | Key Guess (hex) | Score(RSS_over_POI)
 97 | 0xc3           | 8.63973973e-02
 98 | 0xb3           | 8.60300663e-02
 99 | 0x1f           | 8.59115319e-02
100 | 0x76           | 8.35473310e-02
101 | 0xf8           | 8.30267220e-02
102 | 0xb4           | 8.25770693e-02
103 | 0x46           | 8.23351785e-02
104 | 0xd0           | 8.22466010e-02
105 | 0x94           | 8.22283808e-02
106 | 0x5e           | 8.20586780e-02
107 | 0x79           | 8.20030171e-02
108 | 0x23           | 8.19941878e-02
109 | 0x37           | 7.92897456e-02
110 | 0x8c           | 7.92648749e-02
111 | 0xa0           | 7.88842188e-02
112 | 0xcb           | 7.83575572e-02
113 | 0x11           | 7.81817344e-02
114 | 0x29           | 7.78344856e-02
115 | 0xd6           | 7.76711288e-02
116 | 0x42           | 7.70094337e-02
117 | 0x84           | 7.57288476e-02
118 | 0xe7           | 7.52950045e-02
119 | 0xb6           | 7.52939576e-02
120 | 0x13           | 7.48351835e-02
121 | 0xe2           | 7.47980350e-02
122 | 0xa8           | 7.47552533e-02
123 | 0x1b           | 7.43200336e-02
124 | 0x6e           | 7.42068646e-02
125 | 0xa3           | 7.40454129e-02
126 | 0x14           | 7.37508679e-02
127 | 0x4b           | 7.36494464e-02
128 | 0xc4           | 7.19688828e-02
129 | 0x73           | 7.03172316e-02
130 | 0x77           | 7.02514095e-02
131 | 0xd4           | 6.97573308e-02
132 | 0x0f           | 6.94046691e-02
133 | 0x41           | 6.92286944e-02
134 | 0xbe           | 6.89897432e-02
135 | 0x95           | 6.83716894e-02
136 | 0x72           | 6.74018169e-02
137 | 0x1a           | 6.72580530e-02
138 | 0x26           | 6.68945890e-02
139 | 0x0d           | 6.67617037e-02
140 | 0x58           | 6.63413083e-02
141 | 0x20           | 6.62930494e-02
142 | 0x15           | 6.62913333e-02
143 | 0x6f           | 6.62580413e-02
144 | 0x61           | 6.55741008e-02
145 | 0xb1           | 6.52498230e-02
146 | 0x4e           | 6.41787497e-02
147 | 0x16           | 6.40037704e-02
148 | 0x4f           | 6.39890185e-02
149 | 0x78           | 6.34013449e-02
150 | 0x92           | 6.33541240e-02
151 | 0x2f           | 6.26908641e-02
152 | 0xd8           | 6.22721896e-02
153 | 0x45           | 6.22376464e-02
154 | 0xdf           | 6.21965788e-02
155 | 0xff           | 6.11511173e-02
156 | 0x66           | 6.07693441e-02
157 | 0xf0           | 6.04989949e-02
158 | 0xd9           | 6.04866055e-02
159 | 0x24           | 6.04386997e-02
160 | 0xb8           | 6.01633741e-02
161 | 0xa1           | 5.99329637e-02
162 | 0xe1           | 5.98310295e-02
163 | 0x28           | 5.98083064e-02
164 | 0x38           | 5.97094870e-02
165 | 0x9c           | 5.96559387e-02
166 | 0xf9           | 5.94598492e-02
167 | 0xf5           | 5.92852747e-02
168 | 0xfd           | 5.91325546e-02
169 | 0xac           | 5.90609095e-02
170 | 0x71           | 5.84876251e-02
171 | 0x48           | 5.83772916e-02
172 | 0x05           | 5.83307514e-02
173 | 0xf2           | 5.80220836e-02
174 | 0x98           | 5.75805027e-02
175 | 0x27           | 5.75081964e-02
176 | 0x4d           | 5.72355873e-02
177 | 0x62           | 5.71708933e-02
178 | 0x4c           | 5.71292446e-02
179 | 0x97           | 5.66623993e-02
180 | 0xcd           | 5.64997724e-02
181 | 0x03           | 5.59498463e-02
182 | 0x3d           | 5.59184014e-02
183 | 0xaf           | 5.58466639e-02
184 | 0x51           | 5.58245455e-02
185 | 0xad           | 5.57926975e-02
186 | 0xe5           | 5.57598580e-02
187 | 0xbc           | 5.53950411e-02
188 | 0xf3           | 5.53379961e-02
189 | 0xe0           | 5.52335439e-02
190 | 0x9f           | 5.51358800e-02
191 | 0xae           | 5.50762062e-02
192 | 0x6b           | 5.47358671e-02
193 | 0x47           | 5.46894065e-02
194 | 0xde           | 5.44404428e-02
195 | 0x86           | 5.43562948e-02
196 | 0x3c           | 5.43549452e-02
197 | 0x39           | 5.39541159e-02
198 | 0xd5           | 5.35415966e-02
199 | 0x7f           | 5.28079907e-02
200 | 0x34           | 5.27600372e-02
201 | 0x30           | 5.26613236e-02
202 | 0xe8           | 5.19271307e-02
203 | 0xab           | 5.16335814e-02
204 | 0x07           | 5.01888767e-02
205 | 0xb2           | 5.00453032e-02
206 | 0xa5           | 4.99595899e-02
207 | 0x89           | 4.94695660e-02
208 | 0x85           | 4.88362739e-02
209 | 0xfc           | 4.87684980e-02
210 | 0x21           | 4.86614959e-02
211 | 0x8f           | 4.83433771e-02
212 | 0x04           | 4.81404991e-02
213 | 0x4a           | 4.79445870e-02
214 | 0x64           | 4.76129353e-02
215 | 0xfb           | 4.62518047e-02
216 | 0x17           | 4.59125151e-02
217 | 0x6c           | 4.53779725e-02
218 | 0xba           | 4.44061128e-02
219 | 0x93           | 4.43769458e-02
220 | 0x3e           | 4.29847851e-02
221 | 0xa4           | 4.24924838e-02
222 | 0x2c           | 4.24118378e-02
223 | 0x56           | 4.23320913e-02
224 | 0x96           | 4.21637919e-02
225 | 0xb5           | 4.20265118e-02
226 | 0x06           | 4.17324358e-02
227 | 0xef           | 4.17082534e-02
228 | 0xdc           | 4.12573874e-02
229 | 0x9b           | 4.10255785e-02
230 | 0xe3           | 4.05450333e-02
231 | 0xb9           | 3.98183338e-02
232 | 0xc1           | 3.97869734e-02
233 | 0x33           | 3.84697957e-02
234 | 0x8d           | 3.83094180e-02
235 | 0x1e           | 3.69318819e-02
236 | 0x7a           | 3.69159159e-02
237 | 0xaa           | 3.68388713e-02
238 | 0x2e           | 3.67359901e-02
239 | 0xb0           | 3.60902999e-02
240 | 0x69           | 3.51513371e-02
241 | 0xa2           | 3.42683306e-02
242 | 0x01           | 3.36788919e-02
243 | 0xc6           | 3.18141294e-02
244 | 0x75           | 3.17652689e-02
245 | 0xd1           | 3.14829454e-02
246 | 0x7e           | 3.06564859e-02
247 | 0x67           | 3.02427992e-02
248 | 0x60           | 3.01302915e-02
249 | 0xdd           | 2.96684112e-02
250 | 0x80           | 2.84968263e-02
251 | 0x54           | 2.82129047e-02
252 | 0x0c           | 2.81424475e-02
253 | 0x7d           | 2.74069393e-02
254 | 0x25           | 2.63665770e-02
255 | 0xc0           | 2.36457374e-02
256 | 0x02           | 2.30204601e-02
