Rank | Key Guess (hex) | Score(RSS_over_POI)
 99 | 0xe6           | 8.70998417e-02
100 | 0x8a           | 8.66048110e-02
101 | 0x17           | 8.66037688e-02
102 | 0x61           | 8.65917577e-02
103 | 0x6f           | 8.62593424e-02
104 | 0xb0           | 8.39596760e-02
105 | 0x20           | 8.29291357e-02
106 | 0x45           | 8.18707834e-02
107 | 0x3e           | 8.13284016e-02
108 | 0x55           | 8.12777592e-02
109 | 0xc0           | 8.00829190e-02
110 | 0x1a           | 7.93907644e-02
111 | 0x01           | 7.87132414e-02
112 | 0x3a           | 7.85778221e-02
113 | 0x40           | 7.85171002e-02
114 | 0xf8           | 7.84953746e-02
115 | 0x39           | 7.73535954e-02
116 | 0xfb           | 7.63393905e-02
117 | 0x2b           | 7.59418952e-02
118 | 0x43           | 7.58773719e-02
119 | 0x4f           | 7.48687150e-02
120 | 0x29           | 7.45453974e-02
121 | 0x00           | 7.33443586e-02
122 | 0x4e           | 7.30566295e-02
123 | 0xd5           | 7.29073142e-02
124 | 0x31           | 7.28612657e-02
125 | 0xe3           | 7.24872694e-02
126 | 0xca           | 7.24140315e-02
127 | 0xb8           | 7.22803981e-02
128 | 0xf7           | 7.15556111e-02
129 | 0x75           | 7.09993805e-02
130 | 0x65           | 7.05898945e-02
131 | 0xfc           | 7.01659932e-02
132 | 0x09           | 7.00057728e-02
133 | 0x52           | 6.98092552e-02
134 | 0x1e           | 6.89866350e-02
135 | 0x88           | 6.82137662e-02
136 | 0xf0           | 6.81418676e-02
137 | 0x1c           | 6.81176400e-02
138 | 0x1f           | 6.68999997e-02
139 | 0x95           | 6.65023237e-02
140 | 0x42           | 6.59028375e-02
141 | 0xc4           | 6.44857246e-02
142 | 0xae           | 6.38026276e-02
143 | 0xb5           | 6.34610940e-02
144 | 0x7b           | 6.34139474e-02
145 | 0x54           | 6.32500853e-02
146 | 0xce           | 6.26840384e-02
147 | 0x7a           | 6.26591787e-02
148 | 0x1b           | 6.25387734e-02
149 | 0xa7           | 6.25008060e-02
150 | 0x7f           | 6.24072075e-02
151 | 0xbd           | 6.21390949e-02
152 | 0xe7           | 6.21065711e-02
153 | 0x6d           | 6.21057988e-02
154 | 0x62           | 6.16700547e-02
155 | 0x81           | 6.09560930e-02
156 | 0x74           | 6.05862914e-02
157 | 0xed           | 6.02958296e-02
158 | 0xf3           | 5.90126008e-02
159 | 0x38           | 5.86448716e-02
160 | 0x0c           | 5.85115747e-02
161 | 0xb7           | 5.84771409e-02
162 | 0xe9           | 5.80936634e-02
163 | 0xa5           | 5.80472187e-02
164 | 0x30           | 5.79931960e-02
165 | 0xe8           | 5.79893173e-02
166 | 0xad           | 5.77339008e-02
167 | 0x8c           | 5.76498712e-02
168 | 0xa8           | 5.76124979e-02
169 | 0x67           | 5.75216980e-02
170 | 0x9a           | 5.72474798e-02
171 | 0x4d           | 5.65121296e-02
172 | 0xd8           | 5.60361445e-02
173 | 0x2c           | 5.53436043e-02
174 | 0xc6           | 5.53343899e-02
175 | 0x5d           | 5.42392611e-02
176 | 0x2d           | 5.40648407e-02
177 | 0x21           | 5.36697662e-02
178 | 0x47           | 5.33715700e-02
179 | 0xd0           | 5.32686002e-02
180 | 0xf9           | 5.30792476e-02
181 | 0x04           | 5.30507296e-02
182 | 0xbe           | 5.28635146e-02
183 | 0x4b           | 5.23456919e-02
184 | 0x2a           | 5.23143681e-02
185 | 0x28           | 5.22369077e-02
186 | 0xd4           | 5.20812998e-02
187 | 0x99           | 5.14039337e-02
188 | 0xf4           | 5.10994356e-02
189 | 0x64           | 5.10255343e-02
190 | 0x78           | 5.07776716e-02
191 | 0x76           | 5.06764341e-02
192 | 0x82           | 5.03104305e-02
193 | 0x8b           | 4.98887898e-02
194 | 0x23           | 4.96186958e-02
195 | 0xac           | 4.94957586e-02
196 | 0xda           | 4.87683304e-02
197 | 0xc2           | 4.80194875e-02
198 | 0x3f           | 4.79870376e-02
199 | 0x6c           | 4.77267802e-02
200 | 0xee           | 4.76964986e-02
201 | 0xbc           | 4.76916441e-02
202 | 0x26           | 4.75406280e-02
203 | 0x96           | 4.75139287e-02
204 | 0x44           | 4.73006064e-02
205 | 0x0a           | 4.72659702e-02
206 | 0x56           | 4.66779862e-02
207 | 0xd7           | 4.65721979e-02
208 | 0xec           | 4.61993244e-02
209 | 0xe5           | 4.52880758e-02
210 | 0xe1           | 4.51950457e-02
211 | 0xa3           | 4.48018609e-02
212 | 0xb2           | 4.46052549e-02
213 | 0xa9           | 4.42898037e-02
214 | 0x50           | 4.39262710e-02
215 | 0xde           | 4.37216030e-02
216 | 0x51           | 4.28829930e-02
217 | 0x9b           | 4.28627613e-02
218 | 0x9e           | 4.25755247e-02
219 | 0x05           | 4.20285831e-02
220 | 0x3d           | 4.19815907e-02
221 | 0xc3           | 4.19286483e-02
222 | 0x60           | 4.18747886e-02
223 | 0x72           | 4.11298033e-02
224 | 0x66           | 4.09525858e-02
225 | 0xd3           | 4.08669843e-02
226 | 0x41           | 4.08266744e-02
227 | 0x85           | 4.07581236e-02
228 | 0xf5           | 4.06663245e-02
229 | 0x8e           | 3.99448103e-02
230 | 0x14           | 3.99409469e-02
231 | 0x7e           | 3.97014572e-02
232 | 0x93           | 3.92035849e-02
233 | 0x59           | 3.90824982e-02
234 | 0xf1           | 3.82551820e-02
235 | 0x9f           | 3.79546076e-02
236 | 0x79           | 3.76781775e-02
237 | 0x03           | 3.68004471e-02
238 | 0xe4           | 3.66284955e-02
239 | 0x53           | 3.47242219e-02
240 | 0xd1           | 3.45888409e-02
241 | 0xbb           | 3.40327515e-02
242 | 0x73           | 3.34720660e-02
243 | 0x5f           | 3.28868502e-02
244 | 0x5e           | 3.27653284e-02
245 | 0xa6           | 3.20682710e-02
246 | 0xb9           | 3.16099847e-02
247 | 0x97           | 3.13005233e-02
248 | 0xa2           | 2.87532112e-02
249 | 0x2e           | 2.75471991e-02
250 | 0xdb           | 2.74575878e-02
251 | 0x2f           | 2.33867401e-02
252 | 0xab           | 2.23239954e-02
253 | 0x70           | 2.22248304e-02
254 | 0x15           | 2.19463003e-02
255 | 0x36           | 1.82810283e-02
256 | 0x19           | 1.21354681e-02
