Rank | Key Guess (hex) | Score(RSS_over_POI)
 90 | 0xb1           | 9.35058084e-02
 91 | 0xc5           | 9.26256396e-02
 92 | 0xa1           | 9.18738322e-02
 93 | 0xba           | 9.17714466e-02
 94 | 0xc6           | 8.99337429e-02
 95 | 0xe4           | 8.97782810e-02
 96 | 0x23           | 8.97532033e-02
 97 | 0xec           | 8.97396075e-02
 98 | 0x01           | 8.89705406e-02
 99 | 0x05           | 8.88697602e-02
100 | 0x4b           | 8.72933950e-02
101 | 0x6a           | 8.69564065e-02
102 | 0x9b           | 8.64560053e-02
103 | 0xa0           | 8.62181969e-02
104 | 0xd0           | 8.60846919e-02
105 | 0xc7           | 8.58550925e-02
106 | 0x91           | 8.57262515e-02
107 | 0xa6           | 8.54921365e-02
108 | 0x41           | 8.53827779e-02
109 | 0xc3           | 8.46836558e-02
110 | 0x19           | 8.46048373e-02
111 | 0x14           | 8.45257825e-02
112 | 0x7a           | 8.38620011e-02
113 | 0x75           | 8.35823063e-02
114 | 0x3f           | 8.34122372e-02
115 | 0x43           | 8.29288744e-02
116 | 0x0e           | 8.26525030e-02
117 | 0x5c           | 8.20309660e-02
118 | 0xb7           | 8.19965601e-02
119 | 0xae           | 8.19364905e-02
120 | 0xb5           | 8.12043323e-02
121 | 0x2b           | 8.06250850e-02
122 | 0x3d           | 8.00351077e-02
123 | 0x55           | 7.96143193e-02
124 | 0x5a           | 7.95054628e-02
125 | 0x73           | 7.94907888e-02
126 | 0x89           | 7.94509972e-02
127 | 0x8a           | 7.93826921e-02
128 | 0xd9           | 7.83009446e-02
129 | 0x24           | 7.82538154e-02
130 | 0xad           | 7.80520186e-02
131 | 0x7f           | 7.69669482e-02
132 | 0x65           | 7.68634016e-02
133 | 0x36           | 7.61650548e-02
134 | 0x59           | 7.58691739e-02
135 | 0x22           | 7.57640924e-02
136 | 0x93           | 7.57080816e-02
137 | 0x86           | 7.52074746e-02
138 | 0x9a           | 7.49980100e-02
139 | 0xdb           | 7.47386320e-02
140 | 0x85           | 7.46609759e-02
141 | 0xdc           | 7.42783834e-02
142 | 0x52           | 7.36898508e-02
143 | 0x6b           | 7.35142083e-02
144 | 0x7e           | 7.34085064e-02
145 | 0x6e           | 7.32007833e-02
146 | 0xea           | 7.31778498e-02
147 | 0x40           | 7.26915477e-02
148 | 0xc2           | 7.09378979e-02
149 | 0x8c           | 7.03436706e-02
150 | 0x9d           | 6.99585499e-02
151 | 0x97           | 6.96545962e-02
152 | 0x8f           | 6.96496206e-02
153 | 0xb6           | 6.91892003e-02
154 | 0x0b           | 6.91458228e-02
155 | 0x9c           | 6.89118510e-02
156 | 0xa4           | 6.81560169e-02
157 | 0x20           | 6.80350707e-02
158 | 0x08           | 6.77574947e-02
159 | 0xdd           | 6.76590491e-02
160 | 0xbf           | 6.75337555e-02
161 | 0xc9           | 6.70576416e-02
162 | 0xe3           | 6.66935202e-02
163 | 0x1f           | 6.63630385e-02
164 | 0xf3           | 6.60647264e-02
165 | 0x13           | 6.57963482e-02
166 | 0xee           | 6.57514666e-02
167 | 0xd5           | 6.55838671e-02
168 | 0x27           | 6.52593484e-02
169 | 0x0d           | 6.43309467e-02
170 | 0x54           | 6.42521844e-02
171 | 0x2d           | 6.38169976e-02
172 | 0x6c           | 6.24266094e-02
173 | 0xaf           | 6.23856806e-02
174 | 0xc0           | 6.22124018e-02
175 | 0x06           | 6.20644750e-02
176 | 0xb0           | 6.13838103e-02
177 | 0x7b           | 6.13468259e-02
178 | 0xa2           | 6.09562024e-02
179 | 0x32           | 6.07042180e-02
180 | 0x11           | 6.04027161e-02
181 | 0xa5           | 6.02258514e-02
182 | 0x09           | 6.01705697e-02
183 | 0x88           | 5.99053415e-02
184 | 0x51           | 5.98534747e-02
185 | 0x15           | 5.95451321e-02
186 | 0x78           | 5.91982395e-02
187 | 0xeb           | 5.91597492e-02
188 | 0xfb           | 5.90537121e-02
189 | 0x31           | 5.86514345e-02
190 | 0xa3           | 5.84819480e-02
191 | 0x72           | 5.82944941e-02
192 | 0x98           | 5.82026724e-02
193 | 0xe0           | 5.74831451e-02
194 | 0x5f           | 5.73885775e-02
195 | 0xf2           | 5.66679355e-02
196 | 0x2a           | 5.65596345e-02
197 | 0xd6           | 5.63154148e-02
198 | 0xd7           | 5.59603430e-02
199 | 0x07           | 5.55541995e-02
200 | 0x64           | 5.50862856e-02
201 | 0x42           | 5.48731982e-02
202 | 0xfa           | 5.40123476e-02
203 | 0x4e           | 5.39805603e-02
204 | 0x6d           | 5.28897608e-02
205 | 0x90           | 5.24848183e-02
206 | 0x29           | 5.24802886e-02
207 | 0x10           | 5.20190788e-02
208 | 0x9e           | 5.19556837e-02
209 | 0x4a           | 5.16005175e-02
210 | 0x04           | 5.06441915e-02
211 | 0xd1           | 5.03725364e-02
212 | 0x25           | 5.03290784e-02
213 | 0x96           | 5.02158651e-02
214 | 0x60           | 4.98175456e-02
215 | 0xe5           | 4.88605009e-02
216 | 0x57           | 4.88344404e-02
217 | 0x66           | 4.79794908e-02
218 | 0x69           | 4.77585469e-02
219 | 0x1a           | 4.76432259e-02
220 | 0xe6           | 4.70228224e-02
221 | 0xcf           | 4.65979870e-02
222 | 0x0a           | 4.63756874e-02
223 | 0xb9           | 4.60985685e-02
224 | 0x33           | 4.59215821e-02
225 | 0x49           | 4.57617415e-02
226 | 0xd3           | 4.56689465e-02
227 | 0x2c           | 4.48783036e-02
228 | 0x79           | 4.38836447e-02
229 | 0xd2           | 4.27384263e-02
230 | 0x1e           | 4.26891269e-02
231 | 0x8e           | 4.21130404e-02
232 | 0x92           | 4.19867988e-02
233 | 0xce           | 4.17950392e-02
234 | 0x18           | 4.17395586e-02
235 | 0xc4           | 4.16913065e-02
236 | 0xcd           | 4.05405886e-02
237 | 0x61           | 3.98474296e-02
238 | 0x1b           | 3.90020404e-02
239 | 0x50           | 3.80992470e-02
240 | 0xf4           | 3.79459738e-02
241 | 0xbd           | 3.76965551e-02
242 | 0xef           | 3.75647650e-02
243 | 0xac           | 3.75097813e-02
244 | 0xb3           | 3.72705912e-02
245 | 0xd4           | 3.69009094e-02
246 | 0x76           | 3.66977926e-02
247 | 0x21           | 3.60145088e-02
248 | 0x62           | 3.58633180e-02
249 | 0xe7           | 3.54776961e-02
250 | 0x68           | 3.53943863e-02
251 | 0x81           | 3.49493368e-02
252 | 0xf6           | 3.48185005e-02
253 | 0xe9           | 3.30702586e-02
254 | 0xa8           | 3.20432124e-02
255 | 0xd8           | 2.97960089e-02
256 | 0x02           | 2.69445982e-02
