Rank | Key Guess (hex) | Score(RSS_over_POI)
 83 | 0x3b           | 9.33509385e-02
 84 | 0xe3           | 9.33369198e-02
 85 | 0x78           | 9.30906476e-02
 86 | 0x42           | 9.25224463e-02
 87 | 0x04           | 9.24340821e-02
 88 | 0x62           | 9.18124797e-02
 89 | 0x73           | 9.15164801e-02
 90 | 0x6e           | 9.13729387e-02
 91 | 0xd3           | 9.10743163e-02
 92 | 0x89           | 9.10415265e-02
 93 | 0xd0           | 9.03978164e-02
 94 | 0xb1           | 9.02667600e-02
 95 | 0x3c           | 9.00745523e-02
 96 | 0x36           | 9.00534712e-02
 97 | 0x43           | 8.98902068e-02
 98 | 0x5a           | 8.94277503e-02
 99 | 0x6a           | 8.90628294e-02
100 | 0x21           | 8.89798598e-02
101 | 0x0e           | 8.89245509e-02
102 | 0x93           | 8.86554033e-02
103 | 0x54           | 8.85596269e-02
104 | 0x4e           | 8.82232787e-02
105 | 0xd5           | 8.80983819e-02
106 | 0x0d           | 8.73618007e-02
107 | 0x44           | 8.69379136e-02
108 | 0xaa           | 8.63714259e-02
109 | 0xec           | 8.62346303e-02
110 | 0x35           | 8.54789246e-02
111 | 0x8d           | 8.53601754e-02
112 | 0x5e           | 8.53525321e-02
113 | 0x8c           | 8.46624801e-02
114 | 0x96           | 8.46021970e-02
115 | 0x10           | 8.40875683e-02
116 | 0x09           | 8.37511625e-02
117 | 0x5b           | 8.35366088e-02
118 | 0xce           | 8.33285792e-02
119 | 0xdf           | 8.30272761e-02
120 | 0xb4           | 8.29037306e-02
121 | 0x61           | 8.27395043e-02
122 | 0x4c           | 8.26131093e-02
123 | 0x11           | 8.05753609e-02
124 | 0x68           | 8.03704779e-02
125 | 0x3e           | 8.03062976e-02
126 | 0xd7           | 8.02250910e-02
127 | 0x28           | 8.00848684e-02
128 | 0x55           | 7.93662487e-02
129 | 0x2c           | 7.83690258e-02
130 | 0xff           | 7.78869709e-02
131 | 0x90           | 7.75625010e-02
132 | 0x32           | 7.71532185e-02
133 | 0x94           | 7.65915968e-02
134 | 0x24           | 7.65670311e-02
135 | 0x39           | 7.64547907e-02
136 | 0xa0           | 7.63228215e-02
137 | 0x75           | 7.63098341e-02
138 | 0xeb           | 7.59178633e-02
139 | 0x67           | 7.50860939e-02
140 | 0xa6           | 7.47734774e-02
141 | 0xbd           | 7.34361652e-02
142 | 0xd6           | 7.26602464e-02
143 | 0xe1           | 7.23244952e-02
144 | 0x30           | 7.17373801e-02
145 | 0x26           | 7.16916945e-02
146 | 0x1d           | 7.14128101e-02
147 | 0x2d           | 7.12013663e-02
148 | 0xee           | 7.11941893e-02
149 | 0x80           | 6.99723737e-02
150 | 0x50           | 6.98435771e-02
151 | 0xfd           | 6.96211832e-02
152 | 0x13           | 6.93521627e-02
153 | 0x2f           | 6.93137791e-02
154 | 0x20           | 6.92237888e-02
155 | 0x7c           | 6.85059829e-02
156 | 0xf5           | 6.84841194e-02
157 | 0x02           | 6.80149784e-02
158 | 0x49           | 6.78167546e-02
159 | 0x87           | 6.73677425e-02
160 | 0xaf           | 6.72799629e-02
161 | 0xd4           | 6.69881315e-02
162 | 0x05           | 6.62529096e-02
163 | 0x57           | 6.62001127e-02
164 | 0x2b           | 6.52564466e-02
165 | 0xad           | 6.51946303e-02
166 | 0x5d           | 6.49033566e-02
167 | 0x31           | 6.45471977e-02
168 | 0xb6           | 6.44722605e-02
169 | 0xbb           | 6.43373615e-02
170 | 0xc3           | 6.41366371e-02
171 | 0xcd           | 6.38232700e-02
172 | 0xf1           | 6.31749901e-02
173 | 0xf4           | 6.30072027e-02
174 | 0xdb           | 6.29960161e-02
175 | 0x77           | 6.29115859e-02
176 | 0xdd           | 6.25534968e-02
177 | 0x1b           | 6.21094103e-02
178 | 0x0f           | 6.20697406e-02
179 | 0x15           | 6.16613232e-02
180 | 0x27           | 6.14495909e-02
181 | 0xb0           | 6.14072899e-02
182 | 0xc2           | 6.09622130e-02
183 | 0xfa           | 6.02342111e-02
184 | 0xe6           | 5.91589964e-02
185 | 0x59           | 5.85945667e-02
186 | 0x47           | 5.84758140e-02
187 | 0x79           | 5.81391312e-02
188 | 0xd9           | 5.81303121e-02
189 | 0xde           | 5.80117230e-02
190 | 0xb9           | 5.72936436e-02
191 | 0xf8           | 5.70068939e-02
192 | 0x9b           | 5.69857256e-02
193 | 0x00           | 5.67724455e-02
194 | 0x86           | 5.67420314e-02
195 | 0x9a           | 5.63913187e-02
196 | 0xe8           | 5.62899554e-02
197 | 0x3f           | 5.60734550e-02
198 | 0x08           | 5.60666890e-02
199 | 0xcc           | 5.59762554e-02
200 | 0xfc           | 5.59520217e-02
201 | 0x3a           | 5.59164212e-02
202 | 0xc8           | 5.55795002e-02
203 | 0x19           | 5.55161424e-02
204 | 0xd2           | 5.53677946e-02
205 | 0x63           | 5.47499638e-02
206 | 0x45           | 5.46304458e-02
207 | 0x03           | 5.43127055e-02
208 | 0xef           | 5.42359246e-02
209 | 0xb2           | 5.41287568e-02
210 | 0x1c           | 5.34072456e-02
211 | 0x74           | 5.33493228e-02
212 | 0xc1           | 5.28666414e-02
213 | 0x5c           | 5.28337171e-02
214 | 0x64           | 5.25653206e-02
215 | 0xe7           | 5.19736046e-02
216 | 0x7f           | 5.10667861e-02
217 | 0x84           | 5.00136314e-02
218 | 0x0a           | 4.99678257e-02
219 | 0xa7           | 4.95741687e-02
220 | 0x92           | 4.93067635e-02
221 | 0xf9           | 4.89933703e-02
222 | 0xf3           | 4.89116322e-02
223 | 0xf7           | 4.87322489e-02
224 | 0x7a           | 4.86366286e-02
225 | 0x37           | 4.83008904e-02
226 | 0x8e           | 4.82713836e-02
227 | 0x6c           | 4.81229767e-02
228 | 0x53           | 4.81143149e-02
229 | 0x98           | 4.73713518e-02
230 | 0x16           | 4.72888863e-02
231 | 0x70           | 4.71410815e-02
232 | 0x22           | 4.70004129e-02
233 | 0x4b           | 4.66715513e-02
234 | 0x65           | 4.66306795e-02
235 | 0x12           | 4.60397736e-02
236 | 0xb5           | 4.59709082e-02
237 | 0x56           | 4.59126822e-02
238 | 0xa9           | 4.58794906e-02
239 | 0xfb           | 4.55765894e-02
240 | 0xb7           | 4.43454000e-02
241 | 0xe2           | 4.41163809e-02
242 | 0xc6           | 4.40457803e-02
243 | 0x71           | 4.37016587e-02
244 | 0x51           | 4.20197802e-02
245 | 0x6d           | 4.19092790e-02
246 | 0xc0           | 4.11606814e-02
247 | 0xe5           | 4.01359287e-02
248 | 0x17           | 3.91105514e-02
249 | 0x3d           | 3.88425254e-02
250 | 0xc4           | 3.85625115e-02
251 | 0x9d           | 3.67153603e-02
252 | 0x8a           | 3.54413582e-02
253 | 0x97           | 3.39436524e-02
254 | 0x4a           | 3.31907881e-02
255 | 0x48           | 3.20930858e-02
256 | 0xc9           | 2.62719121e-02
