Rank | Key Guess (hex) | Score(RSS_over_POI)
 75 | 0x54           | 1.24860595e-01
 76 | 0xb1           | 1.24776386e-01
 77 | 0x19           | 1.24099585e-01
 78 | 0x5d           | 1.24032641e-01
 79 | 0x29           | 1.22280921e-01
 80 | 0xf0           | 1.22144553e-01
 81 | 0xc4           | 1.21825193e-01
 82 | 0x44           | 1.20682852e-01
 83 | 0x42           | 1.18672537e-01
 84 | 0x86           | 1.17910997e-01
 85 | 0xf9           | 1.16068212e-01
 86 | 0x80           | 1.13668706e-01
 87 | 0x08           | 1.13323718e-01
 88 | 0x25           | 1.12918148e-01
 89 | 0x0d           | 1.12615285e-01
 90 | 0x24           | 1.11396789e-01
 91 | 0xcc           | 1.09742962e-01
 92 | 0x40           | 1.08885953e-01
 93 | 0x2c           | 1.08067038e-01
 94 | 0x61           | 1.07453322e-01
 95 | 0xe1           | 1.07071262e-01
 96 | 0x88           | 1.06890355e-01
 97 | 0xb4           | 1.06515567e-01
 98 | 0x98           | 1.06425038e-01
 99 | 0xb8           | 1.06366101e-01
100 | 0x1d           | 1.06122841e-01
101 | 0xdb           | 1.06058703e-01
102 | 0x20           | 1.05861701e-01
103 | 0xe9           | 1.05782971e-01
104 | 0x83           | 1.04011573e-01
105 | 0xc2           | 1.03880567e-01
106 | 0xa8           | 1.03643599e-01
107 | 0xb7           | 1.01982174e-01
108 | 0x6d           | 1.01831493e-01
109 | 0xc9           | 1.01606905e-01
110 | 0xcb           | 1.01460852e-01
111 | 0x99           | 1.01094550e-01
112 | 0x2e           | 1.00809159e-01
113 | 0x0c           | 9.84036700e-02
114 | 0x23           | 9.82261683e-02
115 | 0xe6           | 9.59955061e-02
116 | 0x18           | 9.51592260e-02
117 | 0x84           | 9.37815343e-02
118 | 0x91           | 9.28414626e-02
119 | 0x63           | 9.24517141e-02
120 | 0xa7           | 9.21702606e-02
121 | 0xb5           | 9.11761807e-02
122 | 0x4a           | 8.96902758e-02
123 | 0x89           | 8.88228734e-02
124 | 0x41           | 8.78513885e-02
125 | 0xeb           | 8.67640448e-02
126 | 0x6f           | 8.67227705e-02
127 | 0xd2           | 8.65792236e-02
128 | 0x66           | 8.56333479e-02
129 | 0x7b           | 8.56120648e-02
130 | 0x36           | 8.54013738e-02
131 | 0x3d           | 8.52873967e-02
132 | 0xd5           | 8.42155265e-02
133 | 0xfd           | 8.23875854e-02
134 | 0xf3           | 8.19491598e-02
135 | 0x28           | 8.09826525e-02
136 | 0x67           | 8.03967635e-02
137 | 0x8c           | 7.89574823e-02
138 | 0xda           | 7.87033050e-02
139 | 0xbe           | 7.81576424e-02
140 | 0x8a           | 7.69080500e-02
141 | 0x90           | 7.68599229e-02
142 | 0x4b           | 7.66954082e-02
143 | 0xa2           | 7.51192777e-02
144 | 0xc8           | 7.49062136e-02
145 | 0x1f           | 7.46207445e-02
146 | 0x92           | 7.34066142e-02
147 | 0x6c           | 7.33634618e-02
148 | 0xd8           | 7.22561933e-02
149 | 0xf1           | 7.10071776e-02
150 | 0x2d           | 7.06995790e-02
151 | 0xb9           | 6.89399792e-02
152 | 0xd4           | 6.88101768e-02
153 | 0x72           | 6.85974287e-02
154 | 0x45           | 6.85113534e-02
155 | 0xa0           | 6.82990759e-02
156 | 0xd3           | 6.75972736e-02
157 | 0x00           | 6.72412225e-02
158 | 0x95           | 6.72145858e-02
159 | 0xc0           | 6.70969519e-02
160 | 0x3e           | 6.63325208e-02
161 | 0x9c           | 6.63170281e-02
162 | 0x10           | 6.60336738e-02
163 | 0x0b           | 6.58281835e-02
164 | 0xd9           | 6.53076864e-02
165 | 0xde           | 6.52669263e-02
166 | 0xb6           | 6.45418363e-02
167 | 0xc5           | 6.44469379e-02
168 | 0x11           | 6.36782871e-02
169 | 0x60           | 6.29028870e-02
170 | 0xfe           | 6.25766492e-02
171 | 0x69           | 6.21459331e-02
172 | 0xdc           | 6.16992969e-02
173 | 0xe8           | 6.02167336e-02
174 | 0xfc           | 5.98044718e-02
175 | 0x85           | 5.93884742e-02
176 | 0x43           | 5.91621062e-02
177 | 0xf8           | 5.89464832e-02
178 | 0x2f           | 5.85663462e-02
179 | 0xf5           | 5.85232170e-02
180 | 0xcf           | 5.78797778e-02
181 | 0x93           | 5.65600424e-02
182 | 0x3c           | 5.61338257e-02
183 | 0xf2           | 5.52701183e-02
184 | 0x17           | 5.44816639e-02
185 | 0xa3           | 5.44264229e-02
186 | 0x37           | 5.39412640e-02
187 | 0x6b           | 5.31098365e-02
188 | 0x62           | 5.25542790e-02
189 | 0xc1           | 5.22188749e-02
190 | 0xf7           | 5.16142598e-02
191 | 0xff           | 5.15014569e-02
192 | 0xb2           | 5.12424265e-02
193 | 0x04           | 5.02720857e-02
194 | 0x3a           | 5.01798715e-02
195 | 0xf6           | 5.00212908e-02
196 | 0x1e           | 4.98978071e-02
197 | 0x79           | 4.95308992e-02
198 | 0x31           | 4.94159333e-02
199 | 0xd1           | 4.93293240e-02
200 | 0x52           | 4.90055879e-02
201 | 0xf4           | 4.89174480e-02
202 | 0x9f           | 4.88147078e-02
203 | 0x15           | 4.81870868e-02
204 | 0x51           | 4.81065711e-02
205 | 0xaa           | 4.81045890e-02
206 | 0x4e           | 4.74067956e-02
207 | 0x9b           | 4.72878045e-02
208 | 0xbb           | 4.66804692e-02
209 | 0x27           | 4.59473530e-02
210 | 0x06           | 4.55930097e-02
211 | 0x3b           | 4.49531281e-02
212 | 0xc7           | 4.42879309e-02
213 | 0x58           | 4.34778491e-02
214 | 0xe7           | 4.16845308e-02
215 | 0x07           | 4.14841476e-02
216 | 0x7d           | 4.10380725e-02
217 | 0x22           | 4.07051033e-02
218 | 0x70           | 4.03537598e-02
219 | 0x50           | 3.96602833e-02
220 | 0x38           | 3.96368021e-02
221 | 0x5e           | 3.94949087e-02
222 | 0x53           | 3.93808657e-02
223 | 0x59           | 3.92832359e-02
224 | 0x14           | 3.91395407e-02
225 | 0x8f           | 3.88065272e-02
226 | 0x8b           | 3.82404914e-02
227 | 0x0f           | 3.77133787e-02
228 | 0xb3           | 3.76030264e-02
229 | 0xea           | 3.73897467e-02
230 | 0xd0           | 3.68270922e-02
231 | 0x2a           | 3.56642843e-02
232 | 0x1b           | 3.52873578e-02
233 | 0x65           | 3.51270989e-02
234 | 0x1a           | 3.45487113e-02
235 | 0x5a           | 3.44696941e-02
236 | 0x4c           | 3.38960138e-02
237 | 0x48           | 3.38905083e-02
238 | 0xdf           | 3.30360736e-02
239 | 0xab           | 3.16761190e-02
240 | 0xec           | 3.13257675e-02
241 | 0xbc           | 3.09540207e-02
242 | 0x30           | 2.97277586e-02
243 | 0x71           | 2.93826271e-02
244 | 0xbf           | 2.89358203e-02
245 | 0xfb           | 2.88718752e-02
246 | 0xc3           | 2.72430578e-02
247 | 0xca           | 2.71408193e-02
248 | 0xfa           | 2.68694663e-02
249 | 0x5b           | 2.67493544e-02
250 | 0x35           | 2.66210817e-02
251 | 0x78           | 2.55600861e-02
252 | 0x2b           | 2.47979646e-02
253 | 0x47           | 2.47294690e-02
254 | 0xb0           | 2.37894412e-02
255 | 0x81           | 2.25691613e-02
256 | 0x73           | 1.88088962e-02
